DIA  , DESAYUNO  , COLACION_MATUTINA  , COMIDA_ENTRADA  , COMIDA_PRINCIPAL  , COLACION_VESPERTINA  , CENA  , EQUIVALENTEAZUCARESCONGRASA , EQUIVALENTEAZUCARESSINGRASA , EQUIVALENTEACEITESYGRASASCONPROTEINAS , EQUIVALENTEACEITESYGRASAS , CALCIOMG , EQUIVALENTEVERDURAS , COLESTEROLMG , EQUIVALENTEAOAMUYBAJOSENGRASA , SODIOMG , AGSATURADOSG , KILOCALORIAS , EQUIVALENTEAOAALTOENGRASA , FIBRAG , HIERROMG , EQUIVALENTEFRUTAS , EQUIVALENTELEGUMINOSAS , EQUIVALENTECEREALESSINGRASA , EQUIVALENTELECHEENTERA , EQUIVALENTECEREALESCONGRASA , EQUIVALENTELECHECONAZUCAR , ACIDOFOLICOG , EQUIVALENTEAOABAJOENGRASA , EQUIVALENTEAOAMODERADOSENGRASA
31 , 20 , 113 , 122 , 163 , 235 , 260 , " (0) [0,1] " , " (3.66667) [3,4] " , " (2) [1,2] " , " (3.41667) [3,4] " , " (987.927) [42000,72800] " , " (2.46667) [1,3] " , " (203.11) [50,455] " , " (2) [1,2] " , " (2892.97) [1000,4000] " , " (5.1) [0,7] " , " (2320.01) [2000,2350] " , " (1) [1,2] " , " (25.1642) [15,30] " , " (13.186) [616,1008] " , " (3.29167) [2,4] " , " (1.5) [1,2] " , " (8.19) [8,9] " , " (2) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (144.674) [8400,44800] " , " (2) [1,2] " , " (1.76667) [1,2] "
32 , 18 , 99 , 118 , 156 , 214 , 260 , " (0) [0,1] " , " (3.66667) [3,4] " , " (2) [1,2] " , " (3.25) [3,4] " , " (899.257) [42000,72800] " , " (2.91667) [1,3] " , " (134.758) [50,455] " , " (2) [1,2] " , " (1990.45) [1000,4000] " , " (4.7) [0,7] " , " (2175.95) [2000,2350] " , " (1.6) [1,2] " , " (27.8767) [15,30] " , " (11.59) [616,1008] " , " (2.33333) [2,4] " , " (1) [1,2] " , " (8.3) [8,9] " , " (1.75) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (292.705) [8400,44800] " , " (1) [1,2] " , " (1.66667) [1,2] "
33 , 11 , 112 , 130 , 153 , 231 , 255 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.33333) [1,2] " , " (3.61667) [3,4] " , " (578.433) [42000,72800] " , " (2.23333) [1,3] " , " (429.892) [50,455] " , " (2) [1,2] " , " (3212.27) [1000,4000] " , " (6.64333) [0,7] " , " (2074.3) [2000,2350] " , " (1.93333) [1,2] " , " (22.5607) [15,30] " , " (11.4333) [616,1008] " , " (2.5) [2,4] " , " (1.32143) [1,2] " , " (8.13333) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (167.813) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
34 , 66 , 99 , 119 , 175 , 192 , 274 , " (0) [0,1] " , " (3.83333) [3,4] " , " (1.33333) [1,2] " , " (3.5) [3,4] " , " (665.675) [42000,72800] " , " (1.925) [1,3] " , " (217.975) [50,455] " , " (1.5) [1,2] " , " (2382.81) [1000,4000] " , " (2.9) [0,7] " , " (2227.21) [2000,2350] " , " (1.6) [1,2] " , " (25.6148) [15,30] " , " (11.845) [616,1008] " , " (2.66) [2,4] " , " (1.16) [1,2] " , " (8.9) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (193.362) [8400,44800] " , " (2) [1,2] " , " (1.75) [1,2] "
35 , 19 , 96 , 133 , 185 , 235 , 295 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.86667) [3,4] " , " (765.11) [42000,72800] " , " (2.96667) [1,3] " , " (450.217) [50,455] " , " (1) [1,2] " , " (2058.52) [1000,4000] " , " (5.34) [0,7] " , " (2066.83) [2000,2350] " , " (1) [1,2] " , " (29.9517) [15,30] " , " (11.12) [616,1008] " , " (2.76667) [2,4] " , " (1.5) [1,2] " , " (8.4) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (290.36) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
36 , 31 , 88 , 121 , 145 , 214 , 259 , " (0.333333) [0,1] " , " (3.66667) [3,4] " , " (2) [1,2] " , " (3.2) [3,4] " , " (1056.05) [42000,72800] " , " (2.775) [1,3] " , " (164.85) [50,455] " , " (1.5) [1,2] " , " (3576.75) [1000,4000] " , " (4.06) [0,7] " , " (2208.37) [2000,2350] " , " (1.06667) [1,2] " , " (29.8926) [15,30] " , " (11.4067) [616,1008] " , " (3.2) [2,4] " , " (1.57143) [1,2] " , " (8.2) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (366.139) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
37 , 78 , 83 , 130 , 145 , 235 , 288 , " (0) [0,1] " , " (3.66667) [3,4] " , " (2) [1,2] " , " (3.3) [3,4] " , " (732.71) [42000,72800] " , " (3) [1,3] " , " (149.81) [50,455] " , " (1.71429) [1,2] " , " (2962.38) [1000,4000] " , " (3.49) [0,7] " , " (2012.89) [2000,2350] " , " (1) [1,2] " , " (23.7769) [15,30] " , " (6.5619) [616,1008] " , " (2.49314) [2,4] " , " (1) [1,2] " , " (8) [8,9] " , " (1.5) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (114.77) [8400,44800] " , " (1) [1,2] " , " (2) [1,2] "
38 , 11 , 112 , 131 , 147 , 193 , 260 , " (0) [0,1] " , " (3.33333) [3,4] " , " (1.33333) [1,2] " , " (3.08333) [3,4] " , " (910.51) [42000,72800] " , " (2.56) [1,3] " , " (430.117) [50,455] " , " (2) [1,2] " , " (3831.25) [1000,4000] " , " (4.78333) [0,7] " , " (2111.46) [2000,2350] " , " (1.6) [1,2] " , " (22.3183) [15,30] " , " (11.66) [616,1008] " , " (2.28333) [2,4] " , " (1.25) [1,2] " , " (8.5) [8,9] " , " (2) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (123.013) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
39 , 31 , 95 , 132 , 145 , 235 , 242 , " (0.333333) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.6) [3,4] " , " (1242.63) [42000,72800] " , " (2.85833) [1,3] " , " (190.143) [50,455] " , " (1.35) [1,2] " , " (3304.19) [1000,4000] " , " (2.58) [0,7] " , " (2207.07) [2000,2350] " , " (2) [1,2] " , " (23.4745) [15,30] " , " (11.6217) [616,1008] " , " (3.2) [2,4] " , " (1.28571) [1,2] " , " (8.5) [8,9] " , " (1.25) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (273.416) [8400,44800] " , " (1.75) [1,2] " , " (2) [1,2] "
40 , 20 , 95 , 119 , 177 , 235 , 243 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1.33333) [1,2] " , " (3.6) [3,4] " , " (1307.15) [42000,72800] " , " (2.9) [1,3] " , " (188.167) [50,455] " , " (2) [1,2] " , " (1914.33) [1000,4000] " , " (5.18) [0,7] " , " (2106.57) [2000,2350] " , " (2) [1,2] " , " (27.725) [15,30] " , " (10.9767) [616,1008] " , " (2) [2,4] " , " (2) [1,2] " , " (8.05) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (193.955) [8400,44800] " , " (1.5) [1,2] " , " (1.91667) [1,2] "
41 , 60 , 88 , 128 , 180 , 216 , 280 , " (1) [0,1] " , " (3.06667) [3,4] " , " (2) [1,2] " , " (3.9) [3,4] " , " (1215.75) [42000,72800] " , " (2.71667) [1,3] " , " (231.85) [50,455] " , " (1.5) [1,2] " , " (3284.22) [1000,4000] " , " (4.42) [0,7] " , " (2168.37) [2000,2350] " , " (1.06667) [1,2] " , " (20.0845) [15,30] " , " (11.0417) [616,1008] " , " (2.33333) [2,4] " , " (1.03571) [1,2] " , " (9) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (190.807) [8400,44800] " , " (1.25) [1,2] " , " (2) [1,2] "
42 , 11 , 111 , 132 , 163 , 221 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (2) [1,2] " , " (3.66667) [3,4] " , " (1149.7) [42000,72800] " , " (2.5) [1,3] " , " (447.292) [50,455] " , " (1) [1,2] " , " (2377.43) [1000,4000] " , " (5.2) [0,7] " , " (2140.59) [2000,2350] " , " (1) [1,2] " , " (23.7137) [15,30] " , " (13.9) [616,1008] " , " (3.625) [2,4] " , " (1.03571) [1,2] " , " (8.5) [8,9] " , " (1.95) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (259.374) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
43 , 2 , 96 , 133 , 163 , 192 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.33333) [1,2] " , " (3.66667) [3,4] " , " (939.1) [42000,72800] " , " (2.46667) [1,3] " , " (436.867) [50,455] " , " (1) [1,2] " , " (2208.93) [1000,4000] " , " (4.6) [0,7] " , " (2113.57) [2000,2350] " , " (1) [1,2] " , " (26.6325) [15,30] " , " (19.3) [616,1008] " , " (2.95833) [2,4] " , " (1.5) [1,2] " , " (8) [8,9] " , " (1.9) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (254.184) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
44 , 11 , 107 , 135 , 151 , 216 , 275 , " (0) [0,1] " , " (3.06667) [3,4] " , " (1) [1,2] " , " (3.76667) [3,4] " , " (774.6) [42000,72800] " , " (1.45333) [1,3] " , " (445.292) [50,455] " , " (2) [1,2] " , " (3075.98) [1000,4000] " , " (5.74) [0,7] " , " (2099.94) [2000,2350] " , " (1) [1,2] " , " (28.885) [15,30] " , " (11.9267) [616,1008] " , " (3.83333) [2,4] " , " (1.75) [1,2] " , " (8.5) [8,9] " , " (1.05) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (131.645) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
45 , 66 , 96 , 122 , 137 , 192 , 272 , " (0) [0,1] " , " (3) [3,4] " , " (1) [1,2] " , " (3.75) [3,4] " , " (688.2) [42000,72800] " , " (2.51667) [1,3] " , " (243.675) [50,455] " , " (1.66667) [1,2] " , " (3287.96) [1000,4000] " , " (2.3) [0,7] " , " (2185.81) [2000,2350] " , " (1.6) [1,2] " , " (27.2194) [15,30] " , " (9.80333) [616,1008] " , " (2.01294) [2,4] " , " (1.66) [1,2] " , " (8.4) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (196.866) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
46 , 18 , 84 , 132 , 143 , 198 , 267 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1) [1,2] " , " (3.5) [3,4] " , " (1115.39) [42000,72800] " , " (2.57667) [1,3] " , " (214.343) [50,455] " , " (2) [1,2] " , " (3305.48) [1000,4000] " , " (1.8) [0,7] " , " (2204.46) [2000,2350] " , " (1.5) [1,2] " , " (29.8532) [15,30] " , " (12.77) [616,1008] " , " (3.01961) [2,4] " , " (1.28571) [1,2] " , " (8.8) [8,9] " , " (1.5) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (154.912) [8400,44800] " , " (2) [1,2] " , " (1.76667) [1,2] "
47 , 11 , 107 , 121 , 184 , 218 , 276 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.5) [3,4] " , " (819.55) [42000,72800] " , " (2.91667) [1,3] " , " (429.992) [50,455] " , " (2) [1,2] " , " (2396.27) [1000,4000] " , " (4.7) [0,7] " , " (2076.21) [2000,2350] " , " (1.33333) [1,2] " , " (26.179) [15,30] " , " (10.925) [616,1008] " , " (3.27143) [2,4] " , " (1.32143) [1,2] " , " (9) [8,9] " , " (1.05) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (129.908) [8400,44800] " , " (1.58333) [1,2] " , " (1.5) [1,2] "
48 , 66 , 96 , 123 , 137 , 192 , 254 , " (0) [0,1] " , " (3.5) [3,4] " , " (1) [1,2] " , " (3.91667) [3,4] " , " (951.7) [42000,72800] " , " (2.61667) [1,3] " , " (267.242) [50,455] " , " (2) [1,2] " , " (2456.75) [1000,4000] " , " (6.85) [0,7] " , " (2192.18) [2000,2350] " , " (1) [1,2] " , " (28.9177) [15,30] " , " (11.11) [616,1008] " , " (2.52961) [2,4] " , " (1.66) [1,2] " , " (8.6) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (176.694) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
49 , 11 , 107 , 132 , 184 , 188 , 283 , " (0) [0,1] " , " (3.06667) [3,4] " , " (2) [1,2] " , " (3.5) [3,4] " , " (794.3) [42000,72800] " , " (1.63333) [1,3] " , " (438.525) [50,455] " , " (2) [1,2] " , " (2780.16) [1000,4000] " , " (3) [0,7] " , " (2021.05) [2000,2350] " , " (1.66667) [1,2] " , " (19.2662) [15,30] " , " (11.2333) [616,1008] " , " (2.7) [2,4] " , " (1.03571) [1,2] " , " (8.5) [8,9] " , " (1.05) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (88.2783) [8400,44800] " , " (1.5) [1,2] " , " (1.5) [1,2] "
50 , 11 , 107 , 120 , 137 , 235 , 254 , " (0) [0,1] " , " (4) [3,4] " , " (1) [1,2] " , " (3.5) [3,4] " , " (908.963) [42000,72800] " , " (2.56) [1,3] " , " (428.85) [50,455] " , " (1.66667) [1,2] " , " (2601.82) [1000,4000] " , " (1.9) [0,7] " , " (2074.1) [2000,2350] " , " (1) [1,2] " , " (28.9801) [15,30] " , " (9.59333) [616,1008] " , " (2.86961) [2,4] " , " (1.75) [1,2] " , " (8.33333) [8,9] " , " (1.3) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (115.968) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
51 , 31 , 107 , 132 , 184 , 214 , 280 , " (0.333333) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.7) [3,4] " , " (1162.6) [42000,72800] " , " (1.975) [1,3] " , " (269) [50,455] " , " (2) [1,2] " , " (3742.72) [1000,4000] " , " (3.86) [0,7] " , " (2211.35) [2000,2350] " , " (1.33333) [1,2] " , " (21.5345) [15,30] " , " (11.2) [616,1008] " , " (3.2) [2,4] " , " (1.03571) [1,2] " , " (8.5) [8,9] " , " (1.1) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (193.177) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
52 , 11 , 109 , 132 , 152 , 206 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.07143) [1,2] " , " (3.61667) [3,4] " , " (925.6) [42000,72800] " , " (1.89333) [1,3] " , " (449.592) [50,455] " , " (1.33333) [1,2] " , " (2204.98) [1000,4000] " , " (4.64571) [0,7] " , " (2060.11) [2000,2350] " , " (1.33333) [1,2] " , " (22.0179) [15,30] " , " (10.6) [616,1008] " , " (2.33333) [2,4] " , " (1.03571) [1,2] " , " (9) [8,9] " , " (1.95) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (119.515) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
53 , 11 , 112 , 133 , 143 , 193 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.33333) [1,2] " , " (3.16667) [3,4] " , " (858.3) [42000,72800] " , " (2.37667) [1,3] " , " (418.925) [50,455] " , " (2) [1,2] " , " (3172.13) [1000,4000] " , " (4.33333) [0,7] " , " (2208.35) [2000,2350] " , " (1.6) [1,2] " , " (29.5483) [15,30] " , " (10.26) [616,1008] " , " (2.5) [2,4] " , " (1.75) [1,2] " , " (9) [8,9] " , " (1.95) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (103.32) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
54 , 20 , 92 , 133 , 163 , 214 , 260 , " (0) [0,1] " , " (3.66667) [3,4] " , " (2) [1,2] " , " (3.01667) [3,4] " , " (1046.29) [42000,72800] " , " (2.58333) [1,3] " , " (266.145) [50,455] " , " (2) [1,2] " , " (2152.06) [1000,4000] " , " (6.58) [0,7] " , " (2278.67) [2000,2350] " , " (2) [1,2] " , " (25.9908) [15,30] " , " (13.63) [616,1008] " , " (3.125) [2,4] " , " (1.5) [1,2] " , " (8.15) [8,9] " , " (1.75) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (172.264) [8400,44800] " , " (2) [1,2] " , " (1.86667) [1,2] "
55 , 20 , 95 , 128 , 180 , 210 , 267 , " (1) [0,1] " , " (3.16667) [3,4] " , " (1.14286) [1,2] " , " (3.6) [3,4] " , " (1174.28) [42000,72800] " , " (1.85) [1,3] " , " (191.842) [50,455] " , " (1.5) [1,2] " , " (2162.07) [1000,4000] " , " (5.15143) [0,7] " , " (2110.19) [2000,2350] " , " (1.83333) [1,2] " , " (27.7992) [15,30] " , " (12.195) [616,1008] " , " (2.40196) [2,4] " , " (1.78571) [1,2] " , " (8.65) [8,9] " , " (1.25) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (208.021) [8400,44800] " , " (1) [1,2] " , " (1.66667) [1,2] "
56 , 43 , 94 , 130 , 145 , 235 , 267 , " (0) [0,1] " , " (3.66667) [3,4] " , " (2) [1,2] " , " (4) [3,4] " , " (946.483) [42000,72800] " , " (2.76667) [1,3] " , " (170.7) [50,455] " , " (1.33333) [1,2] " , " (3276.17) [1000,4000] " , " (2.7) [0,7] " , " (2066.31) [2000,2350] " , " (1.5) [1,2] " , " (22.8573) [15,30] " , " (11.6) [616,1008] " , " (2.22941) [2,4] " , " (1) [1,2] " , " (9) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (282.815) [8400,44800] " , " (1) [1,2] " , " (2) [1,2] "
