DIA  , DESAYUNO  , COLACION_MATUTINA  , COMIDA_ENTRADA  , COMIDA_PRINCIPAL  , COLACION_VESPERTINA  , CENA  , EQUIVALENTEAZUCARESCONGRASA , EQUIVALENTEAZUCARESSINGRASA , EQUIVALENTEACEITESYGRASASCONPROTEINAS , EQUIVALENTEACEITESYGRASAS , CALCIOMG , EQUIVALENTEVERDURAS , COLESTEROLMG , EQUIVALENTEAOAMUYBAJOSENGRASA , SODIOMG , AGSATURADOSG , KILOCALORIAS , EQUIVALENTEAOAALTOENGRASA , FIBRAG , HIERROMG , EQUIVALENTEFRUTAS , EQUIVALENTELEGUMINOSAS , EQUIVALENTECEREALESSINGRASA , EQUIVALENTELECHEENTERA , EQUIVALENTECEREALESCONGRASA , EQUIVALENTELECHECONAZUCAR , ACIDOFOLICOG , EQUIVALENTEAOABAJOENGRASA , EQUIVALENTEAOAMODERADOSENGRASA
11 , 18 , 112 , 129 , 153 , 198 , 259 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1.33333) [1,2] " , " (3.66667) [3,4] " , " (722.687) [15000,26000] " , " (1.98333) [1,3] " , " (184.243) [50,455] " , " (1.5) [1,2] " , " (2590.28) [1000,4000] " , " (6.53333) [0,7] " , " (2213) [2000,2350] " , " (1.6) [1,2] " , " (26.1128) [15,30] " , " (13.81) [220,360] " , " (2.85294) [2,4] " , " (1.07143) [1,2] " , " (8.8) [8,9] " , " (1.5) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (259.904) [3000,16000] " , " (2) [1,2] " , " (1.76667) [1,2] "
12 , 66 , 92 , 129 , 185 , 235 , 295 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1.66667) [1,2] " , " (3.46667) [3,4] " , " (912.26) [15000,26000] " , " (2.51667) [1,3] " , " (330.487) [50,455] " , " (2) [1,2] " , " (2881.27) [1000,4000] " , " (5.17) [0,7] " , " (2203.6) [2000,2350] " , " (1.66667) [1,2] " , " (25.974) [15,30] " , " (11.8467) [220,360] " , " (3.09333) [2,4] " , " (1.16) [1,2] " , " (8.15) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (201.11) [3000,16000] " , " (2) [1,2] " , " (1.7) [1,2] "
13 , 78 , 85 , 121 , 145 , 211 , 241 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1.24359) [1,2] " , " (3.65) [3,4] " , " (1278.45) [15000,26000] " , " (2.66667) [1,3] " , " (124.225) [50,455] " , " (1.66667) [1,2] " , " (2570.15) [1000,4000] " , " (3.59692) [0,7] " , " (2110.07) [2000,2350] " , " (1.26667) [1,2] " , " (28.2578) [15,30] " , " (8.16) [220,360] " , " (2.09314) [2,4] " , " (1.57143) [1,2] " , " (8.7) [8,9] " , " (1.45) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (146.669) [3000,16000] " , " (1) [1,2] " , " (2) [1,2] "
14 , 57 , 99 , 134 , 156 , 192 , 260 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1.33333) [1,2] " , " (3.5) [3,4] " , " (891.8) [15000,26000] " , " (2.76667) [1,3] " , " (282.3) [50,455] " , " (2) [1,2] " , " (1796.02) [1000,4000] " , " (2.8) [0,7] " , " (2176.73) [2000,2350] " , " (1.6) [1,2] " , " (27.2857) [15,30] " , " (11.5833) [220,360] " , " (3.61905) [2,4] " , " (1) [1,2] " , " (8.5) [8,9] " , " (1.4) [1,2] " , " (2.66667) [2,3] " , " (0) [0,1] " , " (339.115) [3000,16000] " , " (1) [1,2] " , " (1) [1,2] "
15 , 11 , 105 , 131 , 152 , 217 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.40476) [1,2] " , " (3.16667) [3,4] " , " (947.75) [15000,26000] " , " (2.92) [1,3] " , " (440.492) [50,455] " , " (1) [1,2] " , " (2707.9) [1000,4000] " , " (4.50238) [0,7] " , " (2083.51) [2000,2350] " , " (1.33333) [1,2] " , " (21.2683) [15,30] " , " (12.2333) [220,360] " , " (2.66667) [2,4] " , " (1.25) [1,2] " , " (8.75) [8,9] " , " (1.95) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (135.385) [3000,16000] " , " (2) [1,2] " , " (1.5) [1,2] "
16 , 21 , 86 , 130 , 181 , 206 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (2) [1,2] " , " (3.9) [3,4] " , " (787.55) [15000,26000] " , " (1.5) [1,3] " , " (346.35) [50,455] " , " (1.5) [1,2] " , " (2671.76) [1000,4000] " , " (6.02) [0,7] " , " (2131.8) [2000,2350] " , " (1.66667) [1,2] " , " (29.3433) [15,30] " , " (11.1167) [220,360] " , " (3.83333) [2,4] " , " (1.5) [1,2] " , " (9) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (235.748) [3000,16000] " , " (1) [1,2] " , " (1) [1,2] "
17 , 31 , 95 , 125 , 145 , 221 , 242 , " (0.333333) [0,1] " , " (3.16667) [3,4] " , " (1) [1,2] " , " (3.6) [3,4] " , " (1174.08) [15000,26000] " , " (2.95833) [1,3] " , " (182.018) [50,455] " , " (1.35) [1,2] " , " (3235.14) [1000,4000] " , " (2.68) [0,7] " , " (2171.68) [2000,2350] " , " (2) [1,2] " , " (22.3517) [15,30] " , " (11.5217) [220,360] " , " (3.7) [2,4] " , " (1) [1,2] " , " (9) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (291.916) [3000,16000] " , " (1.75) [1,2] " , " (2) [1,2] "
18 , 8 , 95 , 124 , 175 , 235 , 274 , " (0) [0,1] " , " (3.33333) [3,4] " , " (1) [1,2] " , " (3.6) [3,4] " , " (781.283) [15000,26000] " , " (3) [1,3] " , " (416.283) [50,455] " , " (1.5) [1,2] " , " (2092.55) [1000,4000] " , " (2.18) [0,7] " , " (2003.33) [2000,2350] " , " (1.66667) [1,2] " , " (27.8464) [15,30] " , " (11.7833) [220,360] " , " (2.73529) [2,4] " , " (1.5) [1,2] " , " (8.5) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (199.268) [3000,16000] " , " (1.75) [1,2] " , " (1.5) [1,2] "
19 , 17 , 87 , 117 , 149 , 214 , 260 , " (0) [0,1] " , " (3.05) [3,4] " , " (2) [1,2] " , " (3.25) [3,4] " , " (745.853) [15000,26000] " , " (2.85) [1,3] " , " (445.193) [50,455] " , " (1.71429) [1,2] " , " (3107.01) [1000,4000] " , " (4.68) [0,7] " , " (2165.82) [2000,2350] " , " (1.73333) [1,2] " , " (26.3937) [15,30] " , " (12.8119) [220,360] " , " (3.23627) [2,4] " , " (1) [1,2] " , " (8.7) [8,9] " , " (1) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (121.119) [3000,16000] " , " (1.75) [1,2] " , " (1.5) [1,2] "
20 , 5 , 92 , 132 , 152 , 235 , 294 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.07143) [1,2] " , " (3.76667) [3,4] " , " (805.01) [15000,26000] " , " (2.48333) [1,3] " , " (267.537) [50,455] " , " (2) [1,2] " , " (2289.8) [1000,4000] " , " (4.26571) [0,7] " , " (2177.41) [2000,2350] " , " (1.66667) [1,2] " , " (28.2512) [15,30] " , " (14.1767) [220,360] " , " (3) [2,4] " , " (1.78571) [1,2] " , " (8.25) [8,9] " , " (1.1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (190.942) [3000,16000] " , " (2) [1,2] " , " (1.2) [1,2] "
