DIA  , DESAYUNO  , COLACION_MATUTINA  , COMIDA_ENTRADA  , COMIDA_PRINCIPAL  , COLACION_VESPERTINA  , CENA  , EQUIVALENTEAZUCARESCONGRASA , EQUIVALENTEAZUCARESSINGRASA , EQUIVALENTEACEITESYGRASASCONPROTEINAS , EQUIVALENTEACEITESYGRASAS , CALCIOMG , EQUIVALENTEVERDURAS , COLESTEROLMG , EQUIVALENTEAOAMUYBAJOSENGRASA , SODIOMG , AGSATURADOSG , KILOCALORIAS , EQUIVALENTEAOAALTOENGRASA , FIBRAG , HIERROMG , EQUIVALENTEFRUTAS , EQUIVALENTELEGUMINOSAS , EQUIVALENTECEREALESSINGRASA , EQUIVALENTELECHEENTERA , EQUIVALENTECEREALESCONGRASA , EQUIVALENTELECHECONAZUCAR , ACIDOFOLICOG , EQUIVALENTEAOABAJOENGRASA , EQUIVALENTEAOAMODERADOSENGRASA
34 , 57 , 99 , 117 , 149 , 192 , 260 , " (0) [0,1] " , " (3) [3,4] " , " (1.33333) [1,2] " , " (3.3) [3,4] " , " (755.943) [42000,72800] " , " (2.30833) [1,3] " , " (318.243) [50,455] " , " (1.71429) [1,2] " , " (2065.25) [1000,4000] " , " (2.84) [0,7] " , " (2123.92) [2000,2350] " , " (1.6) [1,2] " , " (24.2615) [15,30] " , " (12.0619) [616,1008] " , " (3.11905) [2,4] " , " (1) [1,2] " , " (8.5) [8,9] " , " (1.4) [1,2] " , " (2.66667) [2,3] " , " (0) [0,1] " , " (231.507) [8400,44800] " , " (1.5) [1,2] " , " (1) [1,2] "
35 , 20 , 84 , 129 , 180 , 211 , 295 , " (1) [0,1] " , " (3.16667) [3,4] " , " (1) [1,2] " , " (3.16667) [3,4] " , " (1161.23) [42000,72800] " , " (1.78333) [1,3] " , " (192.825) [50,455] " , " (1.5) [1,2] " , " (2984.38) [1000,4000] " , " (6.15) [0,7] " , " (2220.1) [2000,2350] " , " (1.66667) [1,2] " , " (28.0017) [15,30] " , " (11.8617) [616,1008] " , " (2.16667) [2,4] " , " (2) [1,2] " , " (8.4) [8,9] " , " (1.45) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (93.115) [8400,44800] " , " (1.75) [1,2] " , " (1.66667) [1,2] "
36 , 11 , 107 , 120 , 137 , 221 , 254 , " (0) [0,1] " , " (3.5) [3,4] " , " (1) [1,2] " , " (3.5) [3,4] " , " (837.413) [42000,72800] " , " (2.56) [1,3] " , " (420.725) [50,455] " , " (1.66667) [1,2] " , " (2535.22) [1000,4000] " , " (2) [0,7] " , " (2039.1) [2000,2350] " , " (1) [1,2] " , " (29.6801) [15,30] " , " (9.59333) [616,1008] " , " (3.36961) [2,4] " , " (1.75) [1,2] " , " (8.33333) [8,9] " , " (1.05) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (122.518) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
37 , 17 , 103 , 130 , 184 , 214 , 246 , " (0) [0,1] " , " (3.96667) [3,4] " , " (1) [1,2] " , " (3.66667) [3,4] " , " (955.467) [42000,72800] " , " (1.13333) [1,3] " , " (436.543) [50,455] " , " (2) [1,2] " , " (3297.91) [1000,4000] " , " (5.9) [0,7] " , " (2101.99) [2000,2350] " , " (1) [1,2] " , " (22.4087) [15,30] " , " (8.26333) [616,1008] " , " (3.80294) [2,4] " , " (1.5) [1,2] " , " (8.5) [8,9] " , " (1.1) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (96.1625) [8400,44800] " , " (1.5) [1,2] " , " (1.6) [1,2] "
38 , 66 , 92 , 121 , 177 , 192 , 247 , " (0) [0,1] " , " (3.71667) [3,4] " , " (1) [1,2] " , " (3.2) [3,4] " , " (1346.33) [42000,72800] " , " (2.81667) [1,3] " , " (283.295) [50,455] " , " (2) [1,2] " , " (2498.63) [1000,4000] " , " (4.45) [0,7] " , " (2130.43) [2000,2350] " , " (2) [1,2] " , " (24.4533) [15,30] " , " (12.005) [616,1008] " , " (2.07667) [2,4] " , " (1.23143) [1,2] " , " (8.2) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (162.693) [8400,44800] " , " (1.75) [1,2] " , " (1.7) [1,2] "
39 , 29 , 96 , 132 , 152 , 235 , 248 , " (0) [0,1] " , " (3.21667) [3,4] " , " (1.07143) [1,2] " , " (3.26667) [3,4] " , " (781.45) [42000,72800] " , " (2.21667) [1,3] " , " (439.057) [50,455] " , " (1.6) [1,2] " , " (3144.84) [1000,4000] " , " (3.85571) [0,7] " , " (2083.03) [2000,2350] " , " (1.66667) [1,2] " , " (27.6662) [15,30] " , " (31.6967) [616,1008] " , " (2.83333) [2,4] " , " (1.78571) [1,2] " , " (8) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (183.168) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
40 , 31 , 95 , 118 , 145 , 221 , 242 , " (0.333333) [0,1] " , " (3.16667) [3,4] " , " (1) [1,2] " , " (3.6) [3,4] " , " (1173.18) [42000,72800] " , " (2.85833) [1,3] " , " (182.018) [50,455] " , " (1.35) [1,2] " , " (3468.21) [1000,4000] " , " (2.68) [0,7] " , " (2171.78) [2000,2350] " , " (2) [1,2] " , " (22.7717) [15,30] " , " (11.9217) [616,1008] " , " (3.7) [2,4] " , " (1) [1,2] " , " (9) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (290.196) [8400,44800] " , " (1.75) [1,2] " , " (2) [1,2] "
41 , 20 , 84 , 119 , 160 , 211 , 267 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.33333) [1,2] " , " (3) [3,4] " , " (1169.1) [42000,72800] " , " (2.86667) [1,3] " , " (214.608) [50,455] " , " (2) [1,2] " , " (3523.51) [1000,4000] " , " (2.3) [0,7] " , " (2283.43) [2000,2350] " , " (1.5) [1,2] " , " (27.905) [15,30] " , " (12.095) [616,1008] " , " (2.75) [2,4] " , " (2) [1,2] " , " (8.9) [8,9] " , " (1.45) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (170.555) [8400,44800] " , " (2) [1,2] " , " (1.91667) [1,2] "
42 , 11 , 88 , 125 , 143 , 207 , 283 , " (0) [0,1] " , " (3.06667) [3,4] " , " (1.5) [1,2] " , " (3.95) [3,4] " , " (1132.25) [42000,72800] " , " (2.57667) [1,3] " , " (453.325) [50,455] " , " (2) [1,2] " , " (3358.76) [1000,4000] " , " (2.21) [0,7] " , " (2192.16) [2000,2350] " , " (1.4) [1,2] " , " (27.9883) [15,30] " , " (13.3) [616,1008] " , " (2.16667) [2,4] " , " (1.75) [1,2] " , " (8.75) [8,9] " , " (1.95) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (183.638) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
43 , 8 , 99 , 124 , 175 , 235 , 274 , " (0) [0,1] " , " (3.33333) [3,4] " , " (1) [1,2] " , " (4) [3,4] " , " (666.85) [42000,72800] " , " (2.85833) [1,3] " , " (398.15) [50,455] " , " (1.5) [1,2] " , " (1890.82) [1000,4000] " , " (2.3) [0,7] " , " (2125.34) [2000,2350] " , " (1.93333) [1,2] " , " (29.6989) [15,30] " , " (11.6833) [616,1008] " , " (2.73529) [2,4] " , " (1.5) [1,2] " , " (8.5) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (251.993) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
44 , 17 , 100 , 134 , 156 , 192 , 260 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1.33333) [1,2] " , " (3.95) [3,4] " , " (915.817) [42000,72800] " , " (2.54167) [1,3] " , " (428.367) [50,455] " , " (2) [1,2] " , " (2966.73) [1000,4000] " , " (3.16) [0,7] " , " (2208.82) [2000,2350] " , " (2) [1,2] " , " (24.0946) [15,30] " , " (9.63333) [616,1008] " , " (3.43627) [2,4] " , " (1) [1,2] " , " (8.5) [8,9] " , " (1.4) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (240.621) [8400,44800] " , " (1) [1,2] " , " (1.5) [1,2] "
45 , 66 , 110 , 131 , 153 , 198 , 259 , " (0.3) [0,1] " , " (3.16667) [3,4] " , " (2) [1,2] " , " (3.5) [3,4] " , " (1091.63) [42000,72800] " , " (2.82667) [1,3] " , " (288.41) [50,455] " , " (1.5) [1,2] " , " (3589.17) [1000,4000] " , " (4.8) [0,7] " , " (2321.13) [2000,2350] " , " (1.33333) [1,2] " , " (27.7868) [15,30] " , " (14.9733) [616,1008] " , " (2.51294) [2,4] " , " (1.73143) [1,2] " , " (8.6) [8,9] " , " (1.5) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (257.844) [8400,44800] " , " (2) [1,2] " , " (1.6) [1,2] "
46 , 20 , 96 , 133 , 185 , 235 , 277 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.2) [3,4] " , " (613.907) [42000,72800] " , " (2.31667) [1,3] " , " (188.243) [50,455] " , " (1) [1,2] " , " (2196.1) [1000,4000] " , " (1.84) [0,7] " , " (2064.35) [2000,2350] " , " (1.33333) [1,2] " , " (25.9733) [15,30] " , " (10.0833) [616,1008] " , " (2.1) [2,4] " , " (1.5) [1,2] " , " (8.65) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (243.812) [8400,44800] " , " (2) [1,2] " , " (1.76667) [1,2] "
47 , 11 , 107 , 126 , 151 , 234 , 275 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.76667) [3,4] " , " (775.4) [42000,72800] " , " (2.10333) [1,3] " , " (445.292) [50,455] " , " (2) [1,2] " , " (2863.84) [1000,4000] " , " (5.74) [0,7] " , " (2123.9) [2000,2350] " , " (1) [1,2] " , " (29.7908) [15,30] " , " (12.0667) [616,1008] " , " (3.625) [2,4] " , " (1.75) [1,2] " , " (8.7) [8,9] " , " (1.05) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (202.738) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
48 , 60 , 88 , 128 , 180 , 216 , 280 , " (1) [0,1] " , " (3.06667) [3,4] " , " (2) [1,2] " , " (3.9) [3,4] " , " (1215.75) [42000,72800] " , " (2.71667) [1,3] " , " (231.85) [50,455] " , " (1.5) [1,2] " , " (3284.22) [1000,4000] " , " (4.42) [0,7] " , " (2168.37) [2000,2350] " , " (1.06667) [1,2] " , " (20.0845) [15,30] " , " (11.0417) [616,1008] " , " (2.33333) [2,4] " , " (1.03571) [1,2] " , " (9) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (190.807) [8400,44800] " , " (1.25) [1,2] " , " (2) [1,2] "
49 , 78 , 85 , 117 , 145 , 211 , 241 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1.24359) [1,2] " , " (3.95) [3,4] " , " (1282.95) [42000,72800] " , " (2.78333) [1,3] " , " (161.625) [50,455] " , " (1.66667) [1,2] " , " (2609.36) [1000,4000] " , " (3.83692) [0,7] " , " (2115.55) [2000,2350] " , " (1.26667) [1,2] " , " (22.3669) [15,30] " , " (8.66) [616,1008] " , " (2.09314) [2,4] " , " (1) [1,2] " , " (8.7) [8,9] " , " (1.45) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (163.96) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
50 , 18 , 84 , 129 , 149 , 235 , 267 , " (0) [0,1] " , " (4) [3,4] " , " (2) [1,2] " , " (4) [3,4] " , " (1004.4) [42000,72800] " , " (2.1) [1,3] " , " (178.026) [50,455] " , " (1.71429) [1,2] " , " (3570.82) [1000,4000] " , " (2.5) [0,7] " , " (2191) [2000,2350] " , " (1.5) [1,2] " , " (24.0333) [15,30] " , " (13.6186) [616,1008] " , " (2) [2,4] " , " (1.5) [1,2] " , " (8.8) [8,9] " , " (1) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (129.127) [8400,44800] " , " (2) [1,2] " , " (1.66667) [1,2] "
51 , 66 , 92 , 121 , 177 , 192 , 247 , " (0) [0,1] " , " (3.71667) [3,4] " , " (1) [1,2] " , " (3.2) [3,4] " , " (1346.33) [42000,72800] " , " (2.81667) [1,3] " , " (283.295) [50,455] " , " (2) [1,2] " , " (2498.63) [1000,4000] " , " (4.45) [0,7] " , " (2130.43) [2000,2350] " , " (2) [1,2] " , " (24.4533) [15,30] " , " (12.005) [616,1008] " , " (2.07667) [2,4] " , " (1.23143) [1,2] " , " (8.2) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (162.693) [8400,44800] " , " (1.75) [1,2] " , " (1.7) [1,2] "
52 , 20 , 86 , 130 , 181 , 193 , 246 , " (0) [0,1] " , " (3.46667) [3,4] " , " (1.33333) [1,2] " , " (3.56667) [3,4] " , " (1045.04) [42000,72800] " , " (2) [1,3] " , " (211.852) [50,455] " , " (1.5) [1,2] " , " (2344.7) [1000,4000] " , " (6.82) [0,7] " , " (2115.98) [2000,2350] " , " (1) [1,2] " , " (26.49) [15,30] " , " (10.4433) [616,1008] " , " (2) [2,4] " , " (1.5) [1,2] " , " (8.6) [8,9] " , " (1.85) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (191.175) [8400,44800] " , " (1) [1,2] " , " (1.76667) [1,2] "
53 , 11 , 107 , 132 , 184 , 210 , 283 , " (0) [0,1] " , " (3.56667) [3,4] " , " (1.14286) [1,2] " , " (3.5) [3,4] " , " (935.375) [42000,72800] " , " (1.63333) [1,3] " , " (454.775) [50,455] " , " (2) [1,2] " , " (2708.6) [1000,4000] " , " (2.17143) [0,7] " , " (2071.45) [2000,2350] " , " (1.66667) [1,2] " , " (23.7726) [15,30] " , " (11.3833) [616,1008] " , " (3.10196) [2,4] " , " (1.03571) [1,2] " , " (8.25) [8,9] " , " (1.55) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (117.224) [8400,44800] " , " (1.5) [1,2] " , " (1.5) [1,2] "
54 , 18 , 99 , 135 , 156 , 206 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1) [1,2] " , " (3.16667) [3,4] " , " (916.657) [42000,72800] " , " (2.78333) [1,3] " , " (149.175) [50,455] " , " (2) [1,2] " , " (1974.13) [1000,4000] " , " (6.7) [0,7] " , " (2124.57) [2000,2350] " , " (1.6) [1,2] " , " (29.17) [15,30] " , " (11.59) [616,1008] " , " (2.33333) [2,4] " , " (1) [1,2] " , " (8.8) [8,9] " , " (1.75) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (299.087) [8400,44800] " , " (1) [1,2] " , " (1.66667) [1,2] "
55 , 8 , 95 , 119 , 175 , 235 , 274 , " (0) [0,1] " , " (3.33333) [3,4] " , " (1.33333) [1,2] " , " (3.6) [3,4] " , " (784.658) [42000,72800] " , " (2.08333) [1,3] " , " (435.783) [50,455] " , " (1.5) [1,2] " , " (2179.53) [1000,4000] " , " (2.88) [0,7] " , " (2092.33) [2000,2350] " , " (1.66667) [1,2] " , " (29.613) [15,30] " , " (12.0083) [616,1008] " , " (2.73529) [2,4] " , " (2) [1,2] " , " (8.5) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (150.476) [8400,44800] " , " (1.75) [1,2] " , " (1.75) [1,2] "
56 , 66 , 113 , 124 , 151 , 192 , 248 , " (0) [0,1] " , " (3.71667) [3,4] " , " (1) [1,2] " , " (3.35) [3,4] " , " (833.9) [42000,72800] " , " (2.68667) [1,3] " , " (235.785) [50,455] " , " (1.33333) [1,2] " , " (2813.06) [1000,4000] " , " (2.27) [0,7] " , " (2159.29) [2000,2350] " , " (1) [1,2] " , " (26.8323) [15,30] " , " (12.2327) [616,1008] " , " (2.49333) [2,4] " , " (1.66) [1,2] " , " (8.19) [8,9] " , " (1.15) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (132.853) [8400,44800] " , " (2) [1,2] " , " (1.6) [1,2] "
