DIA  , DESAYUNO  , COLACION_MATUTINA  , COMIDA_ENTRADA  , COMIDA_PRINCIPAL  , COLACION_VESPERTINA  , CENA  , EQUIVALENTEAZUCARESCONGRASA , EQUIVALENTEAZUCARESSINGRASA , EQUIVALENTEACEITESYGRASASCONPROTEINAS , EQUIVALENTEACEITESYGRASAS , CALCIOMG , EQUIVALENTEVERDURAS , COLESTEROLMG , EQUIVALENTEAOAMUYBAJOSENGRASA , SODIOMG , AGSATURADOSG , KILOCALORIAS , EQUIVALENTEAOAALTOENGRASA , FIBRAG , HIERROMG , EQUIVALENTEFRUTAS , EQUIVALENTELEGUMINOSAS , EQUIVALENTECEREALESSINGRASA , EQUIVALENTELECHEENTERA , EQUIVALENTECEREALESCONGRASA , EQUIVALENTELECHECONAZUCAR , ACIDOFOLICOG , EQUIVALENTEAOABAJOENGRASA , EQUIVALENTEAOAMODERADOSENGRASA
32 , 18 , 84 , 128 , 149 , 235 , 267 , " (0) [0,1] " , " (4) [3,4] " , " (2) [1,2] " , " (3) [3,4] " , " (975) [42000,72800] " , " (2.7) [1,3] " , " (178.026) [50,455] " , " (1.71429) [1,2] " , " (3610.78) [1000,4000] " , " (2.1) [0,7] " , " (2107.19) [2000,2350] " , " (1.5) [1,2] " , " (22.7762) [15,30] " , " (13.2186) [616,1008] " , " (2) [2,4] " , " (1.28571) [1,2] " , " (8.3) [8,9] " , " (1) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (157.657) [8400,44800] " , " (2) [1,2] " , " (1.66667) [1,2] "
33 , 31 , 107 , 132 , 184 , 214 , 280 , " (0.333333) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.7) [3,4] " , " (1162.6) [42000,72800] " , " (1.975) [1,3] " , " (269) [50,455] " , " (2) [1,2] " , " (3742.72) [1000,4000] " , " (3.86) [0,7] " , " (2211.35) [2000,2350] " , " (1.33333) [1,2] " , " (21.5345) [15,30] " , " (11.2) [616,1008] " , " (3.2) [2,4] " , " (1.03571) [1,2] " , " (8.5) [8,9] " , " (1.1) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (193.177) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
34 , 20 , 95 , 119 , 177 , 235 , 243 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1.33333) [1,2] " , " (3.6) [3,4] " , " (1307.15) [42000,72800] " , " (2.9) [1,3] " , " (188.167) [50,455] " , " (2) [1,2] " , " (1914.33) [1000,4000] " , " (5.18) [0,7] " , " (2106.57) [2000,2350] " , " (2) [1,2] " , " (27.725) [15,30] " , " (10.9767) [616,1008] " , " (2) [2,4] " , " (2) [1,2] " , " (8.05) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (193.955) [8400,44800] " , " (1.5) [1,2] " , " (1.91667) [1,2] "
35 , 8 , 99 , 124 , 175 , 235 , 274 , " (0) [0,1] " , " (3.33333) [3,4] " , " (1) [1,2] " , " (4) [3,4] " , " (666.85) [42000,72800] " , " (2.85833) [1,3] " , " (398.15) [50,455] " , " (1.5) [1,2] " , " (1890.82) [1000,4000] " , " (2.3) [0,7] " , " (2125.34) [2000,2350] " , " (1.93333) [1,2] " , " (29.6989) [15,30] " , " (11.6833) [616,1008] " , " (2.73529) [2,4] " , " (1.5) [1,2] " , " (8.5) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (251.993) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
36 , 18 , 92 , 125 , 137 , 221 , 246 , " (0) [0,1] " , " (3.3) [3,4] " , " (1) [1,2] " , " (3.51667) [3,4] " , " (938.417) [42000,72800] " , " (2.16667) [1,3] " , " (264.255) [50,455] " , " (2) [1,2] " , " (2078.86) [1000,4000] " , " (4.18) [0,7] " , " (2122.81) [2000,2350] " , " (1) [1,2] " , " (25.3537) [15,30] " , " (10.23) [616,1008] " , " (3.01961) [2,4] " , " (1) [1,2] " , " (8.05) [8,9] " , " (1.85) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (136.211) [8400,44800] " , " (2) [1,2] " , " (1.96667) [1,2] "
37 , 2 , 96 , 118 , 163 , 192 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.33333) [1,2] " , " (3.66667) [3,4] " , " (938.2) [42000,72800] " , " (2.36667) [1,3] " , " (436.867) [50,455] " , " (1) [1,2] " , " (2209.73) [1000,4000] " , " (4.6) [0,7] " , " (2114.77) [2000,2350] " , " (1) [1,2] " , " (27.0825) [15,30] " , " (19.7) [616,1008] " , " (2.95833) [2,4] " , " (1.5) [1,2] " , " (8) [8,9] " , " (1.9) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (259.444) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
38 , 78 , 85 , 121 , 145 , 211 , 241 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1.24359) [1,2] " , " (3.65) [3,4] " , " (1278.45) [42000,72800] " , " (2.66667) [1,3] " , " (124.225) [50,455] " , " (1.66667) [1,2] " , " (2570.15) [1000,4000] " , " (3.59692) [0,7] " , " (2110.07) [2000,2350] " , " (1.26667) [1,2] " , " (28.2578) [15,30] " , " (8.16) [616,1008] " , " (2.09314) [2,4] " , " (1.57143) [1,2] " , " (8.7) [8,9] " , " (1.45) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (146.669) [8400,44800] " , " (1) [1,2] " , " (2) [1,2] "
39 , 20 , 95 , 129 , 180 , 235 , 278 , " (1) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.6) [3,4] " , " (1018.71) [42000,72800] " , " (2.41667) [1,3] " , " (166.267) [50,455] " , " (1.5) [1,2] " , " (2364.43) [1000,4000] " , " (4.68) [0,7] " , " (2085.43) [2000,2350] " , " (1.83333) [1,2] " , " (26.0167) [15,30] " , " (10.295) [616,1008] " , " (2) [2,4] " , " (2) [1,2] " , " (8.4) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (81.3783) [8400,44800] " , " (1) [1,2] " , " (1.66667) [1,2] "
40 , 25 , 84 , 127 , 175 , 206 , 246 , " (0) [0,1] " , " (3.13333) [3,4] " , " (1) [1,2] " , " (3.66667) [3,4] " , " (857.883) [42000,72800] " , " (2.76667) [1,3] " , " (431.96) [50,455] " , " (1.5) [1,2] " , " (3775.84) [1000,4000] " , " (3.4) [0,7] " , " (2155.3) [2000,2350] " , " (1.66667) [1,2] " , " (27.725) [15,30] " , " (12.5133) [616,1008] " , " (3.68333) [2,4] " , " (1.5) [1,2] " , " (8.5) [8,9] " , " (1.1) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (94.9933) [8400,44800] " , " (1.5) [1,2] " , " (1.6) [1,2] "
41 , 8 , 96 , 130 , 177 , 235 , 254 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.25) [3,4] " , " (1361.54) [42000,72800] " , " (2.83333) [1,3] " , " (411.917) [50,455] " , " (2) [1,2] " , " (1567.35) [1000,4000] " , " (4.1) [0,7] " , " (2052.69) [2000,2350] " , " (1.66667) [1,2] " , " (27.1264) [15,30] " , " (12.105) [616,1008] " , " (2.25196) [2,4] " , " (1.5) [1,2] " , " (8.85) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (237.659) [8400,44800] " , " (1.25) [1,2] " , " (1.5) [1,2] "
42 , 11 , 112 , 132 , 147 , 206 , 260 , " (0) [0,1] " , " (3.83333) [3,4] " , " (1) [1,2] " , " (3.08333) [3,4] " , " (847.81) [42000,72800] " , " (2.83333) [1,3] " , " (430.117) [50,455] " , " (2) [1,2] " , " (3624.43) [1000,4000] " , " (4.78333) [0,7] " , " (2125.84) [2000,2350] " , " (1.6) [1,2] " , " (20.8679) [15,30] " , " (11.8) [616,1008] " , " (2.28333) [2,4] " , " (1.03571) [1,2] " , " (8.8) [8,9] " , " (2) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (140.362) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
43 , 31 , 88 , 131 , 145 , 235 , 259 , " (0.333333) [0,1] " , " (3.66667) [3,4] " , " (2) [1,2] " , " (3.45) [3,4] " , " (1157) [42000,72800] " , " (2.45167) [1,3] " , " (162.025) [50,455] " , " (1.5) [1,2] " , " (3630.1) [1000,4000] " , " (2.46) [0,7] " , " (2277.48) [2000,2350] " , " (1.06667) [1,2] " , " (27.1817) [15,30] " , " (11.8067) [616,1008] " , " (3.2) [2,4] " , " (1.5) [1,2] " , " (8.7) [8,9] " , " (1.25) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (358.571) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
44 , 72 , 86 , 119 , 180 , 192 , 294 , " (1) [0,1] " , " (3.16667) [3,4] " , " (1.66667) [1,2] " , " (3.9) [3,4] " , " (785.755) [42000,72800] " , " (1.83333) [1,3] " , " (245.725) [50,455] " , " (1.5) [1,2] " , " (2952.61) [1000,4000] " , " (5.92) [0,7] " , " (2278.23) [2000,2350] " , " (2) [1,2] " , " (27.724) [15,30] " , " (10.63) [616,1008] " , " (2.66) [2,4] " , " (1.5) [1,2] " , " (8.1) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (192.465) [8400,44800] " , " (1.25) [1,2] " , " (1.25) [1,2] "
45 , 20 , 84 , 125 , 175 , 221 , 246 , " (0) [0,1] " , " (3.63333) [3,4] " , " (2) [1,2] " , " (3.66667) [3,4] " , " (1041.88) [42000,72800] " , " (1.25) [1,3] " , " (173.085) [50,455] " , " (1.5) [1,2] " , " (3144.89) [1000,4000] " , " (4) [0,7] " , " (2278.67) [2000,2350] " , " (1) [1,2] " , " (22.1983) [15,30] " , " (12.2) [616,1008] " , " (3.5) [2,4] " , " (1.5) [1,2] " , " (8.9) [8,9] " , " (1.85) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (71.0967) [8400,44800] " , " (1.5) [1,2] " , " (1.76667) [1,2] "
46 , 66 , 96 , 118 , 151 , 235 , 272 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.66667) [1,2] " , " (3.5) [3,4] " , " (664.95) [42000,72800] " , " (1.80333) [1,3] " , " (228.6) [50,455] " , " (1) [1,2] " , " (2556.34) [1000,4000] " , " (2.5) [0,7] " , " (2174.63) [2000,2350] " , " (1.6) [1,2] " , " (27.3473) [15,30] " , " (11.37) [616,1008] " , " (2.16) [2,4] " , " (1.66) [1,2] " , " (8.4) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (183.207) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
47 , 57 , 95 , 117 , 143 , 214 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (2) [1,2] " , " (3.15) [3,4] " , " (753.633) [42000,72800] " , " (2.64333) [1,3] " , " (337.183) [50,455] " , " (2) [1,2] " , " (2207.71) [1000,4000] " , " (4.82) [0,7] " , " (2025.24) [2000,2350] " , " (1.33333) [1,2] " , " (28.2624) [15,30] " , " (11.3333) [616,1008] " , " (3.78571) [2,4] " , " (1) [1,2] " , " (8) [8,9] " , " (1) [1,2] " , " (2.66667) [2,3] " , " (0) [0,1] " , " (181.325) [8400,44800] " , " (1.25) [1,2] " , " (1) [1,2] "
48 , 43 , 94 , 121 , 145 , 235 , 267 , " (0) [0,1] " , " (3.66667) [3,4] " , " (2) [1,2] " , " (4) [3,4] " , " (937.617) [42000,72800] " , " (2.91667) [1,3] " , " (161.233) [50,455] " , " (1.33333) [1,2] " , " (3193.1) [1000,4000] " , " (2.7) [0,7] " , " (2067.47) [2000,2350] " , " (1.16667) [1,2] " , " (29.0415) [15,30] " , " (10.6333) [616,1008] " , " (2.22941) [2,4] " , " (1.57143) [1,2] " , " (8.5) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (265.695) [8400,44800] " , " (1) [1,2] " , " (2) [1,2] "
49 , 78 , 81 , 130 , 137 , 214 , 286 , " (0) [0,1] " , " (3) [3,4] " , " (1.5) [1,2] " , " (3.75) [3,4] " , " (678.117) [42000,72800] " , " (2.95) [1,3] " , " (299.592) [50,455] " , " (2) [1,2] " , " (3226.59) [1000,4000] " , " (4.7) [0,7] " , " (2151.55) [2000,2350] " , " (1) [1,2] " , " (23.2623) [15,30] " , " (8.17333) [616,1008] " , " (2.64608) [2,4] " , " (1) [1,2] " , " (8.2) [8,9] " , " (1.25) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (116.751) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
50 , 20 , 84 , 133 , 180 , 227 , 246 , " (1) [0,1] " , " (3.46667) [3,4] " , " (1) [1,2] " , " (3.66667) [3,4] " , " (1143.48) [42000,72800] " , " (1.08333) [1,3] " , " (203.535) [50,455] " , " (1.5) [1,2] " , " (3245.7) [1000,4000] " , " (5.7) [0,7] " , " (2238) [2000,2350] " , " (1) [1,2] " , " (23.16) [15,30] " , " (9.775) [616,1008] " , " (2.66667) [2,4] " , " (1.5) [1,2] " , " (8.9) [8,9] " , " (1.85) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (31.1917) [8400,44800] " , " (1.75) [1,2] " , " (1.76667) [1,2] "
51 , 8 , 95 , 124 , 175 , 235 , 274 , " (0) [0,1] " , " (3.33333) [3,4] " , " (1) [1,2] " , " (3.6) [3,4] " , " (781.283) [42000,72800] " , " (3) [1,3] " , " (416.283) [50,455] " , " (1.5) [1,2] " , " (2092.55) [1000,4000] " , " (2.18) [0,7] " , " (2003.33) [2000,2350] " , " (1.66667) [1,2] " , " (27.8464) [15,30] " , " (11.7833) [616,1008] " , " (2.73529) [2,4] " , " (1.5) [1,2] " , " (8.5) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (199.268) [8400,44800] " , " (1.75) [1,2] " , " (1.5) [1,2] "
52 , 31 , 107 , 131 , 184 , 214 , 280 , " (0.333333) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.7) [3,4] " , " (1189.9) [42000,72800] " , " (1.70167) [1,3] " , " (269) [50,455] " , " (2) [1,2] " , " (3972.63) [1000,4000] " , " (3.86) [0,7] " , " (2221.13) [2000,2350] " , " (1.33333) [1,2] " , " (23.015) [15,30] " , " (11.3) [616,1008] " , " (3.2) [2,4] " , " (1.25) [1,2] " , " (8.5) [8,9] " , " (1.1) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (187.229) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
53 , 66 , 113 , 119 , 185 , 235 , 248 , " (0) [0,1] " , " (3.21667) [3,4] " , " (2) [1,2] " , " (3.55) [3,4] " , " (791.325) [42000,72800] " , " (2.08333) [1,3] " , " (274.61) [50,455] " , " (1.33333) [1,2] " , " (3135.71) [1000,4000] " , " (3.41) [0,7] " , " (2203.66) [2000,2350] " , " (1) [1,2] " , " (20.319) [15,30] " , " (11.1577) [616,1008] " , " (2.59333) [2,4] " , " (1.16) [1,2] " , " (8.69) [8,9] " , " (1) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (104.481) [8400,44800] " , " (2) [1,2] " , " (1.85) [1,2] "
54 , 18 , 84 , 132 , 143 , 211 , 267 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1) [1,2] " , " (3.5) [3,4] " , " (1102.41) [42000,72800] " , " (2.57667) [1,3] " , " (195.108) [50,455] " , " (2) [1,2] " , " (3300.52) [1000,4000] " , " (1.8) [0,7] " , " (2211.02) [2000,2350] " , " (1.5) [1,2] " , " (29.1062) [15,30] " , " (12.79) [616,1008] " , " (3.16667) [2,4] " , " (1.28571) [1,2] " , " (8.8) [8,9] " , " (1.45) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (138.818) [8400,44800] " , " (2) [1,2] " , " (1.66667) [1,2] "
55 , 57 , 92 , 118 , 151 , 235 , 246 , " (0) [0,1] " , " (3.96667) [3,4] " , " (1) [1,2] " , " (3.26667) [3,4] " , " (904.11) [42000,72800] " , " (1.22) [1,3] " , " (419.272) [50,455] " , " (2) [1,2] " , " (2123.28) [1000,4000] " , " (3.98) [0,7] " , " (2121.5) [2000,2350] " , " (1) [1,2] " , " (24.564) [15,30] " , " (12.4233) [616,1008] " , " (3.95238) [2,4] " , " (1) [1,2] " , " (8.25) [8,9] " , " (1.35) [1,2] " , " (2.66667) [2,3] " , " (0) [0,1] " , " (163.933) [8400,44800] " , " (2) [1,2] " , " (1.3) [1,2] "
56 , 20 , 95 , 117 , 175 , 214 , 260 , " (0) [0,1] " , " (3.33333) [3,4] " , " (2) [1,2] " , " (3.65) [3,4] " , " (964.06) [42000,72800] " , " (1.71667) [1,3] " , " (177.092) [50,455] " , " (1.5) [1,2] " , " (2251.04) [1000,4000] " , " (5.02) [0,7] " , " (2158.4) [2000,2350] " , " (1.33333) [1,2] " , " (23.4917) [15,30] " , " (12.97) [616,1008] " , " (2.83333) [2,4] " , " (1.5) [1,2] " , " (8.9) [8,9] " , " (1.75) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (148.365) [8400,44800] " , " (1.25) [1,2] " , " (1.66667) [1,2] "
