DIA  , DESAYUNO  , COLACION_MATUTINA  , COMIDA_ENTRADA  , COMIDA_PRINCIPAL  , COLACION_VESPERTINA  , CENA  , EQUIVALENTEAZUCARESCONGRASA , EQUIVALENTEAZUCARESSINGRASA , EQUIVALENTEACEITESYGRASASCONPROTEINAS , EQUIVALENTEACEITESYGRASAS , CALCIOMG , EQUIVALENTEVERDURAS , COLESTEROLMG , EQUIVALENTEAOAMUYBAJOSENGRASA , SODIOMG , AGSATURADOSG , KILOCALORIAS , EQUIVALENTEAOAALTOENGRASA , FIBRAG , HIERROMG , EQUIVALENTEFRUTAS , EQUIVALENTELEGUMINOSAS , EQUIVALENTECEREALESSINGRASA , EQUIVALENTELECHEENTERA , EQUIVALENTECEREALESCONGRASA , EQUIVALENTELECHECONAZUCAR , ACIDOFOLICOG , EQUIVALENTEAOABAJOENGRASA , EQUIVALENTEAOAMODERADOSENGRASA
39 , 31 , 96 , 136 , 145 , 235 , 267 , " (0.333333) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.66667) [3,4] " , " (1194) [42000,72800] " , " (2.14167) [1,3] " , " (202.242) [50,455] " , " (1) [1,2] " , " (3199.82) [1000,4000] " , " (6.6) [0,7] " , " (2177.97) [2000,2350] " , " (1.16667) [1,2] " , " (26.0474) [15,30] " , " (11.6167) [616,1008] " , " (3.2) [2,4] " , " (1.57143) [1,2] " , " (8) [8,9] " , " (1.25) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (327.741) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
40 , 18 , 113 , 121 , 153 , 207 , 283 , " (0) [0,1] " , " (3.06667) [3,4] " , " (1.83333) [1,2] " , " (3.75) [3,4] " , " (954.107) [42000,72800] " , " (1.78333) [1,3] " , " (188.418) [50,455] " , " (1.33333) [1,2] " , " (2869.85) [1000,4000] " , " (4.85) [0,7] " , " (2164.35) [2000,2350] " , " (1) [1,2] " , " (25.4517) [15,30] " , " (15.6727) [616,1008] " , " (2.33333) [2,4] " , " (1.14286) [1,2] " , " (8.84) [8,9] " , " (1.75) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (137.285) [8400,44800] " , " (1.5) [1,2] " , " (1.76667) [1,2] "
41 , 78 , 85 , 121 , 145 , 211 , 241 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1.24359) [1,2] " , " (3.65) [3,4] " , " (1278.45) [42000,72800] " , " (2.66667) [1,3] " , " (124.225) [50,455] " , " (1.66667) [1,2] " , " (2570.15) [1000,4000] " , " (3.59692) [0,7] " , " (2110.07) [2000,2350] " , " (1.26667) [1,2] " , " (28.2578) [15,30] " , " (8.16) [616,1008] " , " (2.09314) [2,4] " , " (1.57143) [1,2] " , " (8.7) [8,9] " , " (1.45) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (146.669) [8400,44800] " , " (1) [1,2] " , " (2) [1,2] "
42 , 11 , 111 , 132 , 163 , 221 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (2) [1,2] " , " (3.66667) [3,4] " , " (1149.7) [42000,72800] " , " (2.5) [1,3] " , " (447.292) [50,455] " , " (1) [1,2] " , " (2377.43) [1000,4000] " , " (5.2) [0,7] " , " (2140.59) [2000,2350] " , " (1) [1,2] " , " (23.7137) [15,30] " , " (13.9) [616,1008] " , " (3.625) [2,4] " , " (1.03571) [1,2] " , " (8.5) [8,9] " , " (1.95) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (259.374) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
43 , 43 , 94 , 121 , 145 , 235 , 267 , " (0) [0,1] " , " (3.66667) [3,4] " , " (2) [1,2] " , " (4) [3,4] " , " (937.617) [42000,72800] " , " (2.91667) [1,3] " , " (161.233) [50,455] " , " (1.33333) [1,2] " , " (3193.1) [1000,4000] " , " (2.7) [0,7] " , " (2067.47) [2000,2350] " , " (1.16667) [1,2] " , " (29.0415) [15,30] " , " (10.6333) [616,1008] " , " (2.22941) [2,4] " , " (1.57143) [1,2] " , " (8.5) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (265.695) [8400,44800] " , " (1) [1,2] " , " (2) [1,2] "
44 , 8 , 84 , 130 , 175 , 192 , 289 , " (0) [0,1] " , " (3.83333) [3,4] " , " (1.33333) [1,2] " , " (4) [3,4] " , " (1095.02) [42000,72800] " , " (2.73333) [1,3] " , " (427.142) [50,455] " , " (1.5) [1,2] " , " (3749.33) [1000,4000] " , " (2) [0,7] " , " (2160.72) [2000,2350] " , " (1.70667) [1,2] " , " (23.953) [15,30] " , " (14.8) [616,1008] " , " (2.73529) [2,4] " , " (1.5) [1,2] " , " (8.5) [8,9] " , " (1.15) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (169.696) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
45 , 11 , 109 , 129 , 152 , 206 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.07143) [1,2] " , " (3.61667) [3,4] " , " (952.9) [42000,72800] " , " (1.61) [1,3] " , " (449.592) [50,455] " , " (1.33333) [1,2] " , " (2434.99) [1000,4000] " , " (4.64571) [0,7] " , " (2070.66) [2000,2350] " , " (1.33333) [1,2] " , " (23.4983) [15,30] " , " (10.7) [616,1008] " , " (2.33333) [2,4] " , " (1.25) [1,2] " , " (9) [8,9] " , " (1.95) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (113.567) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
46 , 11 , 107 , 128 , 185 , 235 , 284 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.2) [3,4] " , " (912.45) [42000,72800] " , " (2.18333) [1,3] " , " (450.85) [50,455] " , " (2) [1,2] " , " (2621.01) [1000,4000] " , " (1.84) [0,7] " , " (2030.27) [2000,2350] " , " (1) [1,2] " , " (22.9745) [15,30] " , " (10.2267) [616,1008] " , " (3.6) [2,4] " , " (1.03571) [1,2] " , " (8.5) [8,9] " , " (1.3) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (176.615) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
47 , 8 , 86 , 128 , 184 , 235 , 247 , " (0) [0,1] " , " (3.21667) [3,4] " , " (2) [1,2] " , " (3.5) [3,4] " , " (888.55) [42000,72800] " , " (2.91667) [1,3] " , " (452.85) [50,455] " , " (2) [1,2] " , " (2805.51) [1000,4000] " , " (3.09) [0,7] " , " (2178.48) [2000,2350] " , " (2) [1,2] " , " (26.7059) [15,30] " , " (11.86) [616,1008] " , " (2.18529) [2,4] " , " (1.78571) [1,2] " , " (8.4) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (206.371) [8400,44800] " , " (1.5) [1,2] " , " (1.5) [1,2] "
48 , 31 , 95 , 129 , 145 , 235 , 242 , " (0.333333) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.6) [3,4] " , " (1269.93) [42000,72800] " , " (2.575) [1,3] " , " (190.143) [50,455] " , " (1.35) [1,2] " , " (3534.21) [1000,4000] " , " (2.58) [0,7] " , " (2217.62) [2000,2350] " , " (2) [1,2] " , " (24.955) [15,30] " , " (11.7217) [616,1008] " , " (3.2) [2,4] " , " (1.5) [1,2] " , " (8.5) [8,9] " , " (1.25) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (267.467) [8400,44800] " , " (1.75) [1,2] " , " (2) [1,2] "
49 , 25 , 84 , 130 , 175 , 217 , 246 , " (0) [0,1] " , " (3.13333) [3,4] " , " (1.33333) [1,2] " , " (3.66667) [3,4] " , " (863.7) [42000,72800] " , " (2.45) [1,3] " , " (441.427) [50,455] " , " (1.5) [1,2] " , " (3873.32) [1000,4000] " , " (3.61667) [0,7] " , " (2214.12) [2000,2350] " , " (2) [1,2] " , " (25.3017) [15,30] " , " (14.78) [616,1008] " , " (3.68333) [2,4] " , " (1.5) [1,2] " , " (8.75) [8,9] " , " (1.1) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (111.582) [8400,44800] " , " (1.5) [1,2] " , " (1.6) [1,2] "
50 , 31 , 96 , 126 , 145 , 235 , 267 , " (0.333333) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.66667) [3,4] " , " (1194.8) [42000,72800] " , " (2.94167) [1,3] " , " (202.242) [50,455] " , " (1) [1,2] " , " (3035.48) [1000,4000] " , " (6.6) [0,7] " , " (2134.1) [2000,2350] " , " (1.16667) [1,2] " , " (24.3817) [15,30] " , " (11.7567) [616,1008] " , " (3.2) [2,4] " , " (1) [1,2] " , " (8.2) [8,9] " , " (1.25) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (427.061) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
51 , 20 , 95 , 131 , 180 , 235 , 278 , " (1) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.6) [3,4] " , " (1018.71) [42000,72800] " , " (2.42667) [1,3] " , " (166.267) [50,455] " , " (1.5) [1,2] " , " (2364.32) [1000,4000] " , " (4.68) [0,7] " , " (2084.66) [2000,2350] " , " (1.83333) [1,2] " , " (26.0167) [15,30] " , " (10.295) [616,1008] " , " (2) [2,4] " , " (2) [1,2] " , " (8.4) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (81.3783) [8400,44800] " , " (1) [1,2] " , " (1.66667) [1,2] "
52 , 25 , 84 , 127 , 175 , 208 , 246 , " (0) [0,1] " , " (3.13333) [3,4] " , " (1.91667) [1,2] " , " (3.66667) [3,4] " , " (931.283) [42000,72800] " , " (2.76667) [1,3] " , " (431.96) [50,455] " , " (1.5) [1,2] " , " (3755.96) [1000,4000] " , " (4.00833) [0,7] " , " (2235.05) [2000,2350] " , " (1.66667) [1,2] " , " (28.975) [15,30] " , " (12.5133) [616,1008] " , " (3.68333) [2,4] " , " (1.5) [1,2] " , " (9) [8,9] " , " (1.1) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (83.5933) [8400,44800] " , " (1.5) [1,2] " , " (1.6) [1,2] "
53 , 11 , 112 , 132 , 147 , 193 , 260 , " (0) [0,1] " , " (3.33333) [3,4] " , " (1.33333) [1,2] " , " (3.08333) [3,4] " , " (883.21) [42000,72800] " , " (2.83333) [1,3] " , " (430.117) [50,455] " , " (2) [1,2] " , " (3601.33) [1000,4000] " , " (4.78333) [0,7] " , " (2101.69) [2000,2350] " , " (1.6) [1,2] " , " (20.8379) [15,30] " , " (11.56) [616,1008] " , " (2.28333) [2,4] " , " (1.03571) [1,2] " , " (8.5) [8,9] " , " (2) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (128.962) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
54 , 31 , 95 , 121 , 145 , 214 , 250 , " (0.333333) [0,1] " , " (3.16667) [3,4] " , " (1) [1,2] " , " (3.3) [3,4] " , " (1298.8) [42000,72800] " , " (2.925) [1,3] " , " (205.333) [50,455] " , " (1.5) [1,2] " , " (3795.45) [1000,4000] " , " (6.54) [0,7] " , " (2217.82) [2000,2350] " , " (2) [1,2] " , " (29.7843) [15,30] " , " (12.4867) [616,1008] " , " (2.35) [2,4] " , " (1.57143) [1,2] " , " (8.85) [8,9] " , " (1.4) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (280.882) [8400,44800] " , " (1.75) [1,2] " , " (2) [1,2] "
55 , 47 , 83 , 130 , 145 , 192 , 247 , " (0) [0,1] " , " (3.71667) [3,4] " , " (1.33333) [1,2] " , " (3.15) [3,4] " , " (697.967) [42000,72800] " , " (2.88333) [1,3] " , " (160.617) [50,455] " , " (1.33333) [1,2] " , " (3354.92) [1000,4000] " , " (2.71) [0,7] " , " (2102.42) [2000,2350] " , " (1.33333) [1,2] " , " (23.7233) [15,30] " , " (9.36) [616,1008] " , " (3.45) [2,4] " , " (1) [1,2] " , " (8.9) [8,9] " , " (1.15) [1,2] " , " (2.66667) [2,3] " , " (0) [0,1] " , " (141.74) [8400,44800] " , " (1.5) [1,2] " , " (2) [1,2] "
56 , 19 , 96 , 125 , 185 , 235 , 295 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.86667) [3,4] " , " (765.11) [42000,72800] " , " (2.96667) [1,3] " , " (450.217) [50,455] " , " (1) [1,2] " , " (1826.25) [1000,4000] " , " (5.34) [0,7] " , " (2067.93) [2000,2350] " , " (1) [1,2] " , " (29.9817) [15,30] " , " (11.12) [616,1008] " , " (2.76667) [2,4] " , " (1.5) [1,2] " , " (8.4) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (297.34) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
