DIA  , DESAYUNO  , COLACION_MATUTINA  , COMIDA_ENTRADA  , COMIDA_PRINCIPAL  , COLACION_VESPERTINA  , CENA  , EQUIVALENTEAZUCARESCONGRASA , EQUIVALENTEAZUCARESSINGRASA , EQUIVALENTEACEITESYGRASASCONPROTEINAS , EQUIVALENTEACEITESYGRASAS , CALCIOMG , EQUIVALENTEVERDURAS , COLESTEROLMG , EQUIVALENTEAOAMUYBAJOSENGRASA , SODIOMG , AGSATURADOSG , KILOCALORIAS , EQUIVALENTEAOAALTOENGRASA , FIBRAG , HIERROMG , EQUIVALENTEFRUTAS , EQUIVALENTELEGUMINOSAS , EQUIVALENTECEREALESSINGRASA , EQUIVALENTELECHEENTERA , EQUIVALENTECEREALESCONGRASA , EQUIVALENTELECHECONAZUCAR , ACIDOFOLICOG , EQUIVALENTEAOABAJOENGRASA , EQUIVALENTEAOAMODERADOSENGRASA
36 , 2 , 96 , 125 , 163 , 192 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.33333) [1,2] " , " (3.66667) [3,4] " , " (939.1) [42000,72800] " , " (2.46667) [1,3] " , " (436.867) [50,455] " , " (1) [1,2] " , " (1976.67) [1000,4000] " , " (4.6) [0,7] " , " (2114.67) [2000,2350] " , " (1) [1,2] " , " (26.6625) [15,30] " , " (19.3) [616,1008] " , " (2.95833) [2,4] " , " (1.5) [1,2] " , " (8) [8,9] " , " (1.9) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (261.164) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
37 , 78 , 81 , 130 , 137 , 214 , 286 , " (0) [0,1] " , " (3) [3,4] " , " (1.5) [1,2] " , " (3.75) [3,4] " , " (678.117) [42000,72800] " , " (2.95) [1,3] " , " (299.592) [50,455] " , " (2) [1,2] " , " (3226.59) [1000,4000] " , " (4.7) [0,7] " , " (2151.55) [2000,2350] " , " (1) [1,2] " , " (23.2623) [15,30] " , " (8.17333) [616,1008] " , " (2.64608) [2,4] " , " (1) [1,2] " , " (8.2) [8,9] " , " (1.25) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (116.751) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
38 , 20 , 84 , 119 , 160 , 211 , 267 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.33333) [1,2] " , " (3) [3,4] " , " (1169.1) [42000,72800] " , " (2.86667) [1,3] " , " (214.608) [50,455] " , " (2) [1,2] " , " (3523.51) [1000,4000] " , " (2.3) [0,7] " , " (2283.43) [2000,2350] " , " (1.5) [1,2] " , " (27.905) [15,30] " , " (12.095) [616,1008] " , " (2.75) [2,4] " , " (2) [1,2] " , " (8.9) [8,9] " , " (1.45) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (170.555) [8400,44800] " , " (2) [1,2] " , " (1.91667) [1,2] "
39 , 8 , 95 , 128 , 175 , 235 , 274 , " (0) [0,1] " , " (3.33333) [3,4] " , " (1) [1,2] " , " (3.6) [3,4] " , " (781.283) [42000,72800] " , " (2.6) [1,3] " , " (416.283) [50,455] " , " (1.5) [1,2] " , " (2113.93) [1000,4000] " , " (2.18) [0,7] " , " (2032.51) [2000,2350] " , " (1.66667) [1,2] " , " (28.5392) [15,30] " , " (11.7833) [616,1008] " , " (2.73529) [2,4] " , " (1.78571) [1,2] " , " (8.5) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (177.598) [8400,44800] " , " (1.75) [1,2] " , " (1.5) [1,2] "
40 , 11 , 107 , 129 , 184 , 188 , 283 , " (0) [0,1] " , " (3.06667) [3,4] " , " (2) [1,2] " , " (3.5) [3,4] " , " (821.6) [42000,72800] " , " (1.35) [1,3] " , " (438.525) [50,455] " , " (2) [1,2] " , " (3010.18) [1000,4000] " , " (3) [0,7] " , " (2031.6) [2000,2350] " , " (1.66667) [1,2] " , " (20.7467) [15,30] " , " (11.3333) [616,1008] " , " (2.7) [2,4] " , " (1.25) [1,2] " , " (8.5) [8,9] " , " (1.05) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (82.33) [8400,44800] " , " (1.5) [1,2] " , " (1.5) [1,2] "
41 , 57 , 99 , 117 , 149 , 192 , 260 , " (0) [0,1] " , " (3) [3,4] " , " (1.33333) [1,2] " , " (3.3) [3,4] " , " (755.943) [42000,72800] " , " (2.30833) [1,3] " , " (318.243) [50,455] " , " (1.71429) [1,2] " , " (2065.25) [1000,4000] " , " (2.84) [0,7] " , " (2123.92) [2000,2350] " , " (1.6) [1,2] " , " (24.2615) [15,30] " , " (12.0619) [616,1008] " , " (3.11905) [2,4] " , " (1) [1,2] " , " (8.5) [8,9] " , " (1.4) [1,2] " , " (2.66667) [2,3] " , " (0) [0,1] " , " (231.507) [8400,44800] " , " (1.5) [1,2] " , " (1) [1,2] "
42 , 20 , 84 , 134 , 181 , 227 , 246 , " (0) [0,1] " , " (3.46667) [3,4] " , " (1) [1,2] " , " (3.66667) [3,4] " , " (1168.58) [42000,72800] " , " (1.93333) [1,3] " , " (225.835) [50,455] " , " (1.5) [1,2] " , " (3176.2) [1000,4000] " , " (5.7) [0,7] " , " (2242.08) [2000,2350] " , " (1.66667) [1,2] " , " (24.92) [15,30] " , " (10.5667) [616,1008] " , " (2.66667) [2,4] " , " (1.5) [1,2] " , " (8.9) [8,9] " , " (1.85) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (104.702) [8400,44800] " , " (1.5) [1,2] " , " (1.76667) [1,2] "
43 , 78 , 81 , 130 , 137 , 235 , 286 , " (0) [0,1] " , " (3) [3,4] " , " (1.5) [1,2] " , " (3) [3,4] " , " (749.667) [42000,72800] " , " (2.95) [1,3] " , " (296.767) [50,455] " , " (2) [1,2] " , " (3280.74) [1000,4000] " , " (2.7) [0,7] " , " (2167.55) [2000,2350] " , " (1) [1,2] " , " (23.2623) [15,30] " , " (8.17333) [616,1008] " , " (2.64608) [2,4] " , " (1) [1,2] " , " (8.2) [8,9] " , " (1.5) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (116.751) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
44 , 66 , 95 , 121 , 175 , 192 , 274 , " (0) [0,1] " , " (3.83333) [3,4] " , " (1) [1,2] " , " (3.1) [3,4] " , " (776.733) [42000,72800] " , " (2.31667) [1,3] " , " (216.608) [50,455] " , " (1.5) [1,2] " , " (2479.68) [1000,4000] " , " (2.08) [0,7] " , " (2075.33) [2000,2350] " , " (1.33333) [1,2] " , " (26.6566) [15,30] " , " (11.72) [616,1008] " , " (2.66) [2,4] " , " (1.23143) [1,2] " , " (8.9) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (146.797) [8400,44800] " , " (1.75) [1,2] " , " (1.5) [1,2] "
45 , 31 , 107 , 132 , 184 , 214 , 280 , " (0.333333) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.7) [3,4] " , " (1162.6) [42000,72800] " , " (1.975) [1,3] " , " (269) [50,455] " , " (2) [1,2] " , " (3742.72) [1000,4000] " , " (3.86) [0,7] " , " (2211.35) [2000,2350] " , " (1.33333) [1,2] " , " (21.5345) [15,30] " , " (11.2) [616,1008] " , " (3.2) [2,4] " , " (1.03571) [1,2] " , " (8.5) [8,9] " , " (1.1) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (193.177) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
46 , 57 , 99 , 118 , 156 , 235 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (2) [1,2] " , " (3.5) [3,4] " , " (852.85) [42000,72800] " , " (2.56667) [1,3] " , " (278.825) [50,455] " , " (2) [1,2] " , " (2020.48) [1000,4000] " , " (3.1) [0,7] " , " (2190.09) [2000,2350] " , " (1.6) [1,2] " , " (27.5657) [15,30] " , " (11.9833) [616,1008] " , " (3.61905) [2,4] " , " (1) [1,2] " , " (8.5) [8,9] " , " (1.25) [1,2] " , " (2.66667) [2,3] " , " (0) [0,1] " , " (335.025) [8400,44800] " , " (1) [1,2] " , " (1) [1,2] "
47 , 20 , 84 , 125 , 180 , 227 , 246 , " (1) [0,1] " , " (3.46667) [3,4] " , " (1) [1,2] " , " (3.66667) [3,4] " , " (1143.48) [42000,72800] " , " (1.08333) [1,3] " , " (203.535) [50,455] " , " (1.5) [1,2] " , " (3013.43) [1000,4000] " , " (5.7) [0,7] " , " (2239.1) [2000,2350] " , " (1) [1,2] " , " (23.19) [15,30] " , " (9.775) [616,1008] " , " (2.66667) [2,4] " , " (1.5) [1,2] " , " (8.9) [8,9] " , " (1.85) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (38.1717) [8400,44800] " , " (1.75) [1,2] " , " (1.76667) [1,2] "
48 , 11 , 88 , 133 , 143 , 230 , 283 , " (0) [0,1] " , " (3.06667) [3,4] " , " (2) [1,2] " , " (3.95) [3,4] " , " (981.9) [42000,72800] " , " (2.57667) [1,3] " , " (438.825) [50,455] " , " (2) [1,2] " , " (3468.4) [1000,4000] " , " (2.56) [0,7] " , " (2142.68) [2000,2350] " , " (1.4) [1,2] " , " (29.4309) [15,30] " , " (11.8) [616,1008] " , " (2.62745) [2,4] " , " (1.75) [1,2] " , " (8) [8,9] " , " (1.45) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (164.987) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
49 , 8 , 96 , 130 , 177 , 235 , 254 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.25) [3,4] " , " (1361.54) [42000,72800] " , " (2.83333) [1,3] " , " (411.917) [50,455] " , " (2) [1,2] " , " (1567.35) [1000,4000] " , " (4.1) [0,7] " , " (2052.69) [2000,2350] " , " (1.66667) [1,2] " , " (27.1264) [15,30] " , " (12.105) [616,1008] " , " (2.25196) [2,4] " , " (1.5) [1,2] " , " (8.85) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (237.659) [8400,44800] " , " (1.25) [1,2] " , " (1.5) [1,2] "
50 , 66 , 86 , 121 , 184 , 192 , 247 , " (0) [0,1] " , " (3.71667) [3,4] " , " (2) [1,2] " , " (3) [3,4] " , " (884) [42000,72800] " , " (2.63333) [1,3] " , " (253.175) [50,455] " , " (2) [1,2] " , " (3171.26) [1000,4000] " , " (2.99) [0,7] " , " (2221.29) [2000,2350] " , " (1.66667) [1,2] " , " (24.8233) [15,30] " , " (11.7967) [616,1008] " , " (2.11) [2,4] " , " (1.23143) [1,2] " , " (8.8) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (175.57) [8400,44800] " , " (1.5) [1,2] " , " (1.5) [1,2] "
51 , 20 , 95 , 117 , 175 , 214 , 260 , " (0) [0,1] " , " (3.33333) [3,4] " , " (2) [1,2] " , " (3.65) [3,4] " , " (964.06) [42000,72800] " , " (1.71667) [1,3] " , " (177.092) [50,455] " , " (1.5) [1,2] " , " (2251.04) [1000,4000] " , " (5.02) [0,7] " , " (2158.4) [2000,2350] " , " (1.33333) [1,2] " , " (23.4917) [15,30] " , " (12.97) [616,1008] " , " (2.83333) [2,4] " , " (1.5) [1,2] " , " (8.9) [8,9] " , " (1.75) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (148.365) [8400,44800] " , " (1.25) [1,2] " , " (1.66667) [1,2] "
52 , 18 , 84 , 132 , 143 , 198 , 267 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1) [1,2] " , " (3.5) [3,4] " , " (1115.39) [42000,72800] " , " (2.57667) [1,3] " , " (214.343) [50,455] " , " (2) [1,2] " , " (3305.48) [1000,4000] " , " (1.8) [0,7] " , " (2204.46) [2000,2350] " , " (1.5) [1,2] " , " (29.8532) [15,30] " , " (12.77) [616,1008] " , " (3.01961) [2,4] " , " (1.28571) [1,2] " , " (8.8) [8,9] " , " (1.5) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (154.912) [8400,44800] " , " (2) [1,2] " , " (1.76667) [1,2] "
53 , 57 , 92 , 134 , 151 , 235 , 246 , " (0) [0,1] " , " (3.96667) [3,4] " , " (1) [1,2] " , " (3.26667) [3,4] " , " (905.01) [42000,72800] " , " (1.42) [1,3] " , " (419.272) [50,455] " , " (2) [1,2] " , " (1890.08) [1000,4000] " , " (3.98) [0,7] " , " (2123.2) [2000,2350] " , " (1) [1,2] " , " (24.284) [15,30] " , " (12.0233) [616,1008] " , " (3.95238) [2,4] " , " (1) [1,2] " , " (8.25) [8,9] " , " (1.35) [1,2] " , " (2.66667) [2,3] " , " (0) [0,1] " , " (168.023) [8400,44800] " , " (2) [1,2] " , " (1.3) [1,2] "
54 , 11 , 105 , 131 , 152 , 206 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.07143) [1,2] " , " (3.16667) [3,4] " , " (950.8) [42000,72800] " , " (1.92) [1,3] " , " (440.492) [50,455] " , " (1) [1,2] " , " (2656.53) [1000,4000] " , " (4.28571) [0,7] " , " (2066.26) [2000,2350] " , " (1.33333) [1,2] " , " (21.4183) [15,30] " , " (10.9333) [616,1008] " , " (2.66667) [2,4] " , " (1.25) [1,2] " , " (9) [8,9] " , " (1.95) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (106.185) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
55 , 66 , 99 , 119 , 175 , 192 , 274 , " (0) [0,1] " , " (3.83333) [3,4] " , " (1.33333) [1,2] " , " (3.5) [3,4] " , " (665.675) [42000,72800] " , " (1.925) [1,3] " , " (217.975) [50,455] " , " (1.5) [1,2] " , " (2382.81) [1000,4000] " , " (2.9) [0,7] " , " (2227.21) [2000,2350] " , " (1.6) [1,2] " , " (25.6148) [15,30] " , " (11.845) [616,1008] " , " (2.66) [2,4] " , " (1.16) [1,2] " , " (8.9) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (193.362) [8400,44800] " , " (2) [1,2] " , " (1.75) [1,2] "
56 , 20 , 95 , 118 , 180 , 235 , 278 , " (1) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.6) [3,4] " , " (993.51) [42000,72800] " , " (2.7) [1,3] " , " (166.267) [50,455] " , " (1.5) [1,2] " , " (2365.03) [1000,4000] " , " (4.68) [0,7] " , " (2074.6) [2000,2350] " , " (1.83333) [1,2] " , " (23.1333) [15,30] " , " (10.495) [616,1008] " , " (2) [2,4] " , " (1.5) [1,2] " , " (8.9) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (97.5567) [8400,44800] " , " (1) [1,2] " , " (1.66667) [1,2] "
