DIA  , DESAYUNO  , COLACION_MATUTINA  , COMIDA_ENTRADA  , COMIDA_PRINCIPAL  , COLACION_VESPERTINA  , CENA  , EQUIVALENTEAZUCARESCONGRASA , EQUIVALENTEAZUCARESSINGRASA , EQUIVALENTEACEITESYGRASASCONPROTEINAS , EQUIVALENTEACEITESYGRASAS , CALCIOMG , EQUIVALENTEVERDURAS , COLESTEROLMG , EQUIVALENTEAOAMUYBAJOSENGRASA , SODIOMG , AGSATURADOSG , KILOCALORIAS , EQUIVALENTEAOAALTOENGRASA , FIBRAG , HIERROMG , EQUIVALENTEFRUTAS , EQUIVALENTELEGUMINOSAS , EQUIVALENTECEREALESSINGRASA , EQUIVALENTELECHEENTERA , EQUIVALENTECEREALESCONGRASA , EQUIVALENTELECHECONAZUCAR , ACIDOFOLICOG , EQUIVALENTEAOABAJOENGRASA , EQUIVALENTEAOAMODERADOSENGRASA
40 , 78 , 83 , 117 , 145 , 192 , 284 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.33333) [1,2] " , " (3.5) [3,4] " , " (1083.75) [42000,72800] " , " (2.91667) [1,3] " , " (208.475) [50,455] " , " (2) [1,2] " , " (2925.55) [1000,4000] " , " (3) [0,7] " , " (2185.05) [2000,2350] " , " (1.66667) [1,2] " , " (24.6869) [15,30] " , " (9.52667) [616,1008] " , " (3.49314) [2,4] " , " (1) [1,2] " , " (9) [8,9] " , " (1.65) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (134.96) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
41 , 20 , 113 , 122 , 163 , 221 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (2) [1,2] " , " (3.41667) [3,4] " , " (916.377) [42000,72800] " , " (2.46667) [1,3] " , " (194.985) [50,455] " , " (2) [1,2] " , " (2826.38) [1000,4000] " , " (5.2) [0,7] " , " (2285.01) [2000,2350] " , " (1) [1,2] " , " (25.8642) [15,30] " , " (13.186) [616,1008] " , " (3.79167) [2,4] " , " (1.5) [1,2] " , " (8.19) [8,9] " , " (1.75) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (151.224) [8400,44800] " , " (2) [1,2] " , " (1.76667) [1,2] "
42 , 19 , 96 , 125 , 185 , 235 , 295 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.86667) [3,4] " , " (765.11) [42000,72800] " , " (2.96667) [1,3] " , " (450.217) [50,455] " , " (1) [1,2] " , " (1826.25) [1000,4000] " , " (5.34) [0,7] " , " (2067.93) [2000,2350] " , " (1) [1,2] " , " (29.9817) [15,30] " , " (11.12) [616,1008] " , " (2.76667) [2,4] " , " (1.5) [1,2] " , " (8.4) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (297.34) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
43 , 18 , 84 , 134 , 156 , 227 , 246 , " (0) [0,1] " , " (3.46667) [3,4] " , " (1) [1,2] " , " (3.16667) [3,4] " , " (1095.21) [42000,72800] " , " (2.85833) [1,3] " , " (186.285) [50,455] " , " (2) [1,2] " , " (3290.9) [1000,4000] " , " (3.2) [0,7] " , " (2177.78) [2000,2350] " , " (1) [1,2] " , " (27.4075) [15,30] " , " (11.22) [616,1008] " , " (3.16667) [2,4] " , " (1) [1,2] " , " (8.3) [8,9] " , " (1.85) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (175.747) [8400,44800] " , " (2) [1,2] " , " (1.76667) [1,2] "
44 , 66 , 99 , 121 , 175 , 192 , 274 , " (0) [0,1] " , " (3.83333) [3,4] " , " (1) [1,2] " , " (3.5) [3,4] " , " (662.3) [42000,72800] " , " (2.175) [1,3] " , " (198.475) [50,455] " , " (1.5) [1,2] " , " (2277.95) [1000,4000] " , " (2.2) [0,7] " , " (2197.34) [2000,2350] " , " (1.6) [1,2] " , " (28.5091) [15,30] " , " (11.62) [616,1008] " , " (2.66) [2,4] " , " (1.23143) [1,2] " , " (8.9) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (199.522) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
45 , 8 , 86 , 128 , 184 , 235 , 247 , " (0) [0,1] " , " (3.21667) [3,4] " , " (2) [1,2] " , " (3.5) [3,4] " , " (888.55) [42000,72800] " , " (2.91667) [1,3] " , " (452.85) [50,455] " , " (2) [1,2] " , " (2805.51) [1000,4000] " , " (3.09) [0,7] " , " (2178.48) [2000,2350] " , " (2) [1,2] " , " (26.7059) [15,30] " , " (11.86) [616,1008] " , " (2.18529) [2,4] " , " (1.78571) [1,2] " , " (8.4) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (206.371) [8400,44800] " , " (1.5) [1,2] " , " (1.5) [1,2] "
46 , 11 , 107 , 119 , 160 , 226 , 283 , " (0) [0,1] " , " (3.06667) [3,4] " , " (1) [1,2] " , " (4) [3,4] " , " (881.575) [42000,72800] " , " (2.61667) [1,3] " , " (437.225) [50,455] " , " (2) [1,2] " , " (3064.61) [1000,4000] " , " (5.2) [0,7] " , " (2027.75) [2000,2350] " , " (1) [1,2] " , " (25.8367) [15,30] " , " (11.8917) [616,1008] " , " (3.08333) [2,4] " , " (1.25) [1,2] " , " (8.5) [8,9] " , " (1.05) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (176.497) [8400,44800] " , " (1.5) [1,2] " , " (1.75) [1,2] "
47 , 31 , 88 , 129 , 145 , 221 , 259 , " (0.333333) [0,1] " , " (3.16667) [3,4] " , " (2) [1,2] " , " (3.45) [3,4] " , " (1085.45) [42000,72800] " , " (2.44167) [1,3] " , " (153.9) [50,455] " , " (1.5) [1,2] " , " (3563.6) [1000,4000] " , " (2.56) [0,7] " , " (2243.25) [2000,2350] " , " (1.06667) [1,2] " , " (27.8817) [15,30] " , " (11.8067) [616,1008] " , " (3.7) [2,4] " , " (1.5) [1,2] " , " (8.7) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (365.121) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
48 , 5 , 92 , 118 , 152 , 235 , 294 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.07143) [1,2] " , " (3.76667) [3,4] " , " (807.11) [42000,72800] " , " (2.48333) [1,3] " , " (267.537) [50,455] " , " (2) [1,2] " , " (2520.42) [1000,4000] " , " (4.26571) [0,7] " , " (2177.13) [2000,2350] " , " (1.66667) [1,2] " , " (26.8483) [15,30] " , " (14.4767) [616,1008] " , " (3) [2,4] " , " (1.5) [1,2] " , " (8.75) [8,9] " , " (1.1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (201.172) [8400,44800] " , " (2) [1,2] " , " (1.2) [1,2] "
49 , 17 , 87 , 117 , 149 , 214 , 260 , " (0) [0,1] " , " (3.05) [3,4] " , " (2) [1,2] " , " (3.25) [3,4] " , " (745.853) [42000,72800] " , " (2.85) [1,3] " , " (445.193) [50,455] " , " (1.71429) [1,2] " , " (3107.01) [1000,4000] " , " (4.68) [0,7] " , " (2165.82) [2000,2350] " , " (1.73333) [1,2] " , " (26.3937) [15,30] " , " (12.8119) [616,1008] " , " (3.23627) [2,4] " , " (1) [1,2] " , " (8.7) [8,9] " , " (1) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (121.119) [8400,44800] " , " (1.75) [1,2] " , " (1.5) [1,2] "
50 , 66 , 96 , 133 , 151 , 192 , 272 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.5) [3,4] " , " (703.9) [42000,72800] " , " (1.90333) [1,3] " , " (232.075) [50,455] " , " (1) [1,2] " , " (2564.28) [1000,4000] " , " (2.2) [0,7] " , " (2158.36) [2000,2350] " , " (1.6) [1,2] " , " (26.8973) [15,30] " , " (10.97) [616,1008] " , " (2.16) [2,4] " , " (1.66) [1,2] " , " (8.4) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (177.947) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
51 , 20 , 84 , 131 , 181 , 227 , 246 , " (0) [0,1] " , " (3.46667) [3,4] " , " (1) [1,2] " , " (3.66667) [3,4] " , " (1192.88) [42000,72800] " , " (1.46) [1,3] " , " (225.835) [50,455] " , " (1.5) [1,2] " , " (3408.7) [1000,4000] " , " (5.7) [0,7] " , " (2250.45) [2000,2350] " , " (1.66667) [1,2] " , " (28.0833) [15,30] " , " (10.7667) [616,1008] " , " (2.66667) [2,4] " , " (2) [1,2] " , " (8.4) [8,9] " , " (1.85) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (84.4333) [8400,44800] " , " (1.5) [1,2] " , " (1.76667) [1,2] "
52 , 8 , 95 , 130 , 175 , 235 , 274 , " (0) [0,1] " , " (3.33333) [3,4] " , " (1) [1,2] " , " (3.6) [3,4] " , " (790.15) [42000,72800] " , " (2.18333) [1,3] " , " (425.75) [50,455] " , " (1.5) [1,2] " , " (2157.74) [1000,4000] " , " (2.18) [0,7] " , " (2061.29) [2000,2350] " , " (2) [1,2] " , " (26.323) [15,30] " , " (12.75) [616,1008] " , " (2.73529) [2,4] " , " (1.5) [1,2] " , " (9) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (173.756) [8400,44800] " , " (1.75) [1,2] " , " (1.5) [1,2] "
53 , 18 , 113 , 121 , 153 , 198 , 283 , " (0) [0,1] " , " (3.56667) [3,4] " , " (1.33333) [1,2] " , " (3.75) [3,4] " , " (883.737) [42000,72800] " , " (1.78333) [1,3] " , " (202.403) [50,455] " , " (1.33333) [1,2] " , " (2789.28) [1000,4000] " , " (4.6) [0,7] " , " (2135.59) [2000,2350] " , " (1) [1,2] " , " (26.5987) [15,30] " , " (14.2527) [616,1008] " , " (2.68627) [2,4] " , " (1.14286) [1,2] " , " (8.59) [8,9] " , " (1.5) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (121.279) [8400,44800] " , " (1.5) [1,2] " , " (1.86667) [1,2] "
54 , 78 , 85 , 128 , 145 , 211 , 241 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1.24359) [1,2] " , " (3.65) [3,4] " , " (1278.45) [42000,72800] " , " (2.93333) [1,3] " , " (124.225) [50,455] " , " (1.66667) [1,2] " , " (2609.41) [1000,4000] " , " (3.59692) [0,7] " , " (2080.13) [2000,2350] " , " (1.26667) [1,2] " , " (24.2897) [15,30] " , " (8.16) [616,1008] " , " (2.09314) [2,4] " , " (1.28571) [1,2] " , " (8.7) [8,9] " , " (1.45) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (167.63) [8400,44800] " , " (1) [1,2] " , " (2) [1,2] "
55 , 11 , 107 , 119 , 180 , 218 , 247 , " (1) [0,1] " , " (3.21667) [3,4] " , " (1.33333) [1,2] " , " (3.43333) [3,4] " , " (874.375) [42000,72800] " , " (1.28333) [1,3] " , " (416.475) [50,455] " , " (1.5) [1,2] " , " (2467.6) [1000,4000] " , " (5.77) [0,7] " , " (2012.13) [2000,2350] " , " (1) [1,2] " , " (21.2783) [15,30] " , " (9.90167) [616,1008] " , " (2.75) [2,4] " , " (1.25) [1,2] " , " (8.9) [8,9] " , " (1.05) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (64.3333) [8400,44800] " , " (1) [1,2] " , " (1.75) [1,2] "
56 , 66 , 92 , 132 , 137 , 192 , 248 , " (0) [0,1] " , " (3.05) [3,4] " , " (1) [1,2] " , " (3.45) [3,4] " , " (950.21) [42000,72800] " , " (2.7) [1,3] " , " (307.595) [50,455] " , " (2) [1,2] " , " (2601.38) [1000,4000] " , " (2.25) [0,7] " , " (2263.85) [2000,2350] " , " (2) [1,2] " , " (28.4506) [15,30] " , " (11.81) [616,1008] " , " (2.17961) [2,4] " , " (1.94571) [1,2] " , " (8.65) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (135.111) [8400,44800] " , " (2) [1,2] " , " (1.7) [1,2] "
