DIA  , DESAYUNO  , COLACION_MATUTINA  , COMIDA_ENTRADA  , COMIDA_PRINCIPAL  , COLACION_VESPERTINA  , CENA  , EQUIVALENTEAZUCARESCONGRASA , EQUIVALENTEAZUCARESSINGRASA , EQUIVALENTEACEITESYGRASASCONPROTEINAS , EQUIVALENTEACEITESYGRASAS , CALCIOMG , EQUIVALENTEVERDURAS , COLESTEROLMG , EQUIVALENTEAOAMUYBAJOSENGRASA , SODIOMG , AGSATURADOSG , KILOCALORIAS , EQUIVALENTEAOAALTOENGRASA , FIBRAG , HIERROMG , EQUIVALENTEFRUTAS , EQUIVALENTELEGUMINOSAS , EQUIVALENTECEREALESSINGRASA , EQUIVALENTELECHEENTERA , EQUIVALENTECEREALESCONGRASA , EQUIVALENTELECHECONAZUCAR , ACIDOFOLICOG , EQUIVALENTEAOABAJOENGRASA , EQUIVALENTEAOAMODERADOSENGRASA
11 , 20 , 86 , 130 , 181 , 193 , 246 , " (0) [0,1] " , " (3.46667) [3,4] " , " (1.33333) [1,2] " , " (3.56667) [3,4] " , " (1045.04) [42000,72800] " , " (2) [1,3] " , " (211.852) [50,455] " , " (1.5) [1,2] " , " (2344.7) [1000,4000] " , " (6.82) [0,7] " , " (2115.98) [2000,2350] " , " (1) [1,2] " , " (26.49) [15,30] " , " (10.4433) [616,1008] " , " (2) [2,4] " , " (1.5) [1,2] " , " (8.6) [8,9] " , " (1.85) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (191.175) [8400,44800] " , " (1) [1,2] " , " (1.76667) [1,2] "
12 , 66 , 92 , 119 , 177 , 192 , 247 , " (0) [0,1] " , " (3.71667) [3,4] " , " (1.33333) [1,2] " , " (3.2) [3,4] " , " (1349.7) [42000,72800] " , " (2.56667) [1,3] " , " (302.795) [50,455] " , " (2) [1,2] " , " (2603.48) [1000,4000] " , " (5.15) [0,7] " , " (2160.3) [2000,2350] " , " (2) [1,2] " , " (21.559) [15,30] " , " (12.23) [616,1008] " , " (2.07667) [2,4] " , " (1.16) [1,2] " , " (8.2) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (156.533) [8400,44800] " , " (1.75) [1,2] " , " (1.95) [1,2] "
13 , 11 , 105 , 131 , 152 , 206 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.07143) [1,2] " , " (3.16667) [3,4] " , " (950.8) [42000,72800] " , " (1.92) [1,3] " , " (440.492) [50,455] " , " (1) [1,2] " , " (2656.53) [1000,4000] " , " (4.28571) [0,7] " , " (2066.26) [2000,2350] " , " (1.33333) [1,2] " , " (21.4183) [15,30] " , " (10.9333) [616,1008] " , " (2.66667) [2,4] " , " (1.25) [1,2] " , " (9) [8,9] " , " (1.95) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (106.185) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
14 , 19 , 96 , 133 , 185 , 235 , 295 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.86667) [3,4] " , " (765.11) [42000,72800] " , " (2.96667) [1,3] " , " (450.217) [50,455] " , " (1) [1,2] " , " (2058.52) [1000,4000] " , " (5.34) [0,7] " , " (2066.83) [2000,2350] " , " (1) [1,2] " , " (29.9517) [15,30] " , " (11.12) [616,1008] " , " (2.76667) [2,4] " , " (1.5) [1,2] " , " (8.4) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (290.36) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
15 , 78 , 85 , 128 , 145 , 211 , 241 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1.24359) [1,2] " , " (3.65) [3,4] " , " (1278.45) [42000,72800] " , " (2.93333) [1,3] " , " (124.225) [50,455] " , " (1.66667) [1,2] " , " (2609.41) [1000,4000] " , " (3.59692) [0,7] " , " (2080.13) [2000,2350] " , " (1.26667) [1,2] " , " (24.2897) [15,30] " , " (8.16) [616,1008] " , " (2.09314) [2,4] " , " (1.28571) [1,2] " , " (8.7) [8,9] " , " (1.45) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (167.63) [8400,44800] " , " (1) [1,2] " , " (2) [1,2] "
16 , 31 , 107 , 129 , 184 , 214 , 280 , " (0.333333) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.7) [3,4] " , " (1189.9) [42000,72800] " , " (1.69167) [1,3] " , " (269) [50,455] " , " (2) [1,2] " , " (3972.73) [1000,4000] " , " (3.86) [0,7] " , " (2221.9) [2000,2350] " , " (1.33333) [1,2] " , " (23.015) [15,30] " , " (11.3) [616,1008] " , " (3.2) [2,4] " , " (1.25) [1,2] " , " (8.5) [8,9] " , " (1.1) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (187.229) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
17 , 66 , 113 , 120 , 151 , 192 , 248 , " (0) [0,1] " , " (3.71667) [3,4] " , " (1) [1,2] " , " (3.35) [3,4] " , " (836.513) [42000,72800] " , " (2.14667) [1,3] " , " (247.385) [50,455] " , " (2) [1,2] " , " (2809.11) [1000,4000] " , " (2.27) [0,7] " , " (2180.35) [2000,2350] " , " (1) [1,2] " , " (25.5937) [15,30] " , " (12.4193) [616,1008] " , " (2.49333) [2,4] " , " (1.66) [1,2] " , " (8.32333) [8,9] " , " (1.15) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (108.495) [8400,44800] " , " (2) [1,2] " , " (1.6) [1,2] "
18 , 20 , 84 , 134 , 181 , 227 , 246 , " (0) [0,1] " , " (3.46667) [3,4] " , " (1) [1,2] " , " (3.66667) [3,4] " , " (1168.58) [42000,72800] " , " (1.93333) [1,3] " , " (225.835) [50,455] " , " (1.5) [1,2] " , " (3176.2) [1000,4000] " , " (5.7) [0,7] " , " (2242.08) [2000,2350] " , " (1.66667) [1,2] " , " (24.92) [15,30] " , " (10.5667) [616,1008] " , " (2.66667) [2,4] " , " (1.5) [1,2] " , " (8.9) [8,9] " , " (1.85) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (104.702) [8400,44800] " , " (1.5) [1,2] " , " (1.76667) [1,2] "
19 , 8 , 95 , 124 , 175 , 235 , 274 , " (0) [0,1] " , " (3.33333) [3,4] " , " (1) [1,2] " , " (3.6) [3,4] " , " (781.283) [42000,72800] " , " (3) [1,3] " , " (416.283) [50,455] " , " (1.5) [1,2] " , " (2092.55) [1000,4000] " , " (2.18) [0,7] " , " (2003.33) [2000,2350] " , " (1.66667) [1,2] " , " (27.8464) [15,30] " , " (11.7833) [616,1008] " , " (2.73529) [2,4] " , " (1.5) [1,2] " , " (8.5) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (199.268) [8400,44800] " , " (1.75) [1,2] " , " (1.5) [1,2] "
20 , 11 , 112 , 118 , 143 , 193 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.33333) [1,2] " , " (3.16667) [3,4] " , " (857.4) [42000,72800] " , " (2.27667) [1,3] " , " (418.925) [50,455] " , " (2) [1,2] " , " (3172.93) [1000,4000] " , " (4.33333) [0,7] " , " (2209.55) [2000,2350] " , " (1.6) [1,2] " , " (29.9983) [15,30] " , " (10.66) [616,1008] " , " (2.5) [2,4] " , " (1.75) [1,2] " , " (9) [8,9] " , " (1.95) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (108.58) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
21 , 24 , 99 , 117 , 180 , 192 , 294 , " (1) [0,1] " , " (3.16667) [3,4] " , " (1.66667) [1,2] " , " (3.3) [3,4] " , " (849.95) [42000,72800] " , " (1.70833) [1,3] " , " (228.85) [50,455] " , " (1.5) [1,2] " , " (2152.65) [1000,4000] " , " (6.94) [0,7] " , " (2271.78) [2000,2350] " , " (1.6) [1,2] " , " (27.2892) [15,30] " , " (12.325) [616,1008] " , " (3) [2,4] " , " (1.5) [1,2] " , " (9) [8,9] " , " (1.4) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (220.438) [8400,44800] " , " (1.75) [1,2] " , " (1) [1,2] "
22 , 31 , 88 , 132 , 145 , 221 , 259 , " (0.333333) [0,1] " , " (3.16667) [3,4] " , " (2) [1,2] " , " (3.45) [3,4] " , " (1058.15) [42000,72800] " , " (2.725) [1,3] " , " (153.9) [50,455] " , " (1.5) [1,2] " , " (3333.58) [1000,4000] " , " (2.56) [0,7] " , " (2232.7) [2000,2350] " , " (1.06667) [1,2] " , " (26.4012) [15,30] " , " (11.7067) [616,1008] " , " (3.7) [2,4] " , " (1.28571) [1,2] " , " (8.7) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (371.069) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
23 , 29 , 96 , 125 , 152 , 235 , 285 , " (0) [0,1] " , " (3.71667) [3,4] " , " (1.07143) [1,2] " , " (3.26667) [3,4] " , " (787.425) [42000,72800] " , " (2.61667) [1,3] " , " (453.157) [50,455] " , " (1.6) [1,2] " , " (3226.72) [1000,4000] " , " (3.85571) [0,7] " , " (2125.95) [2000,2350] " , " (1.66667) [1,2] " , " (26.0733) [15,30] " , " (31.7517) [616,1008] " , " (2.83333) [2,4] " , " (1.5) [1,2] " , " (8.4) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (195.318) [8400,44800] " , " (2) [1,2] " , " (1.75) [1,2] "
24 , 78 , 81 , 130 , 137 , 214 , 286 , " (0) [0,1] " , " (3) [3,4] " , " (1.5) [1,2] " , " (3.75) [3,4] " , " (678.117) [42000,72800] " , " (2.95) [1,3] " , " (299.592) [50,455] " , " (2) [1,2] " , " (3226.59) [1000,4000] " , " (4.7) [0,7] " , " (2151.55) [2000,2350] " , " (1) [1,2] " , " (23.2623) [15,30] " , " (8.17333) [616,1008] " , " (2.64608) [2,4] " , " (1) [1,2] " , " (8.2) [8,9] " , " (1.25) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (116.751) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
25 , 66 , 86 , 121 , 184 , 192 , 247 , " (0) [0,1] " , " (3.71667) [3,4] " , " (2) [1,2] " , " (3) [3,4] " , " (884) [42000,72800] " , " (2.63333) [1,3] " , " (253.175) [50,455] " , " (2) [1,2] " , " (3171.26) [1000,4000] " , " (2.99) [0,7] " , " (2221.29) [2000,2350] " , " (1.66667) [1,2] " , " (24.8233) [15,30] " , " (11.7967) [616,1008] " , " (2.11) [2,4] " , " (1.23143) [1,2] " , " (8.8) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (175.57) [8400,44800] " , " (1.5) [1,2] " , " (1.5) [1,2] "
26 , 25 , 84 , 127 , 175 , 208 , 246 , " (0) [0,1] " , " (3.13333) [3,4] " , " (1.91667) [1,2] " , " (3.66667) [3,4] " , " (931.283) [42000,72800] " , " (2.76667) [1,3] " , " (431.96) [50,455] " , " (1.5) [1,2] " , " (3755.96) [1000,4000] " , " (4.00833) [0,7] " , " (2235.05) [2000,2350] " , " (1.66667) [1,2] " , " (28.975) [15,30] " , " (12.5133) [616,1008] " , " (3.68333) [2,4] " , " (1.5) [1,2] " , " (9) [8,9] " , " (1.1) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (83.5933) [8400,44800] " , " (1.5) [1,2] " , " (1.6) [1,2] "
27 , 20 , 95 , 119 , 177 , 235 , 243 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1.33333) [1,2] " , " (3.6) [3,4] " , " (1307.15) [42000,72800] " , " (2.9) [1,3] " , " (188.167) [50,455] " , " (2) [1,2] " , " (1914.33) [1000,4000] " , " (5.18) [0,7] " , " (2106.57) [2000,2350] " , " (2) [1,2] " , " (27.725) [15,30] " , " (10.9767) [616,1008] " , " (2) [2,4] " , " (2) [1,2] " , " (8.05) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (193.955) [8400,44800] " , " (1.5) [1,2] " , " (1.91667) [1,2] "
28 , 11 , 107 , 135 , 151 , 216 , 275 , " (0) [0,1] " , " (3.06667) [3,4] " , " (1) [1,2] " , " (3.76667) [3,4] " , " (774.6) [42000,72800] " , " (1.45333) [1,3] " , " (445.292) [50,455] " , " (2) [1,2] " , " (3075.98) [1000,4000] " , " (5.74) [0,7] " , " (2099.94) [2000,2350] " , " (1) [1,2] " , " (28.885) [15,30] " , " (11.9267) [616,1008] " , " (3.83333) [2,4] " , " (1.75) [1,2] " , " (8.5) [8,9] " , " (1.05) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (131.645) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
29 , 18 , 112 , 131 , 153 , 211 , 291 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1.33333) [1,2] " , " (3.91667) [3,4] " , " (745.957) [42000,72800] " , " (2.82) [1,3] " , " (159.958) [50,455] " , " (2) [1,2] " , " (3216.55) [1000,4000] " , " (6.73333) [0,7] " , " (2210.65) [2000,2350] " , " (1.6) [1,2] " , " (23.6657) [15,30] " , " (14) [616,1008] " , " (2) [2,4] " , " (1.07143) [1,2] " , " (8.6) [8,9] " , " (1.45) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (182.97) [8400,44800] " , " (2) [1,2] " , " (1.66667) [1,2] "
30 , 31 , 88 , 129 , 145 , 221 , 259 , " (0.333333) [0,1] " , " (3.16667) [3,4] " , " (2) [1,2] " , " (3.45) [3,4] " , " (1085.45) [42000,72800] " , " (2.44167) [1,3] " , " (153.9) [50,455] " , " (1.5) [1,2] " , " (3563.6) [1000,4000] " , " (2.56) [0,7] " , " (2243.25) [2000,2350] " , " (1.06667) [1,2] " , " (27.8817) [15,30] " , " (11.8067) [616,1008] " , " (3.7) [2,4] " , " (1.5) [1,2] " , " (8.7) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (365.121) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
31 , 24 , 99 , 117 , 180 , 192 , 294 , " (1) [0,1] " , " (3.16667) [3,4] " , " (1.66667) [1,2] " , " (3.3) [3,4] " , " (849.95) [42000,72800] " , " (1.70833) [1,3] " , " (228.85) [50,455] " , " (1.5) [1,2] " , " (2152.65) [1000,4000] " , " (6.94) [0,7] " , " (2271.78) [2000,2350] " , " (1.6) [1,2] " , " (27.2892) [15,30] " , " (12.325) [616,1008] " , " (3) [2,4] " , " (1.5) [1,2] " , " (9) [8,9] " , " (1.4) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (220.438) [8400,44800] " , " (1.75) [1,2] " , " (1) [1,2] "
32 , 29 , 96 , 134 , 152 , 235 , 248 , " (0) [0,1] " , " (3.21667) [3,4] " , " (1.07143) [1,2] " , " (3.26667) [3,4] " , " (784.45) [42000,72800] " , " (2.41667) [1,3] " , " (439.057) [50,455] " , " (1.6) [1,2] " , " (3142.26) [1000,4000] " , " (3.85571) [0,7] " , " (2084.45) [2000,2350] " , " (1.66667) [1,2] " , " (25.9833) [15,30] " , " (31.5967) [616,1008] " , " (2.83333) [2,4] " , " (1.5) [1,2] " , " (8.5) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (197.488) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
33 , 20 , 113 , 120 , 163 , 206 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1) [1,2] " , " (3.41667) [3,4] " , " (938.19) [42000,72800] " , " (2.42667) [1,3] " , " (194.985) [50,455] " , " (2) [1,2] " , " (2305.35) [1000,4000] " , " (4.6) [0,7] " , " (2224.95) [2000,2350] " , " (1) [1,2] " , " (27.1355) [15,30] " , " (13.5393) [616,1008] " , " (3.29167) [2,4] " , " (1.5) [1,2] " , " (8.82333) [8,9] " , " (1.75) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (158.406) [8400,44800] " , " (2) [1,2] " , " (1.76667) [1,2] "
34 , 78 , 81 , 130 , 137 , 214 , 286 , " (0) [0,1] " , " (3) [3,4] " , " (1.5) [1,2] " , " (3.75) [3,4] " , " (678.117) [42000,72800] " , " (2.95) [1,3] " , " (299.592) [50,455] " , " (2) [1,2] " , " (3226.59) [1000,4000] " , " (4.7) [0,7] " , " (2151.55) [2000,2350] " , " (1) [1,2] " , " (23.2623) [15,30] " , " (8.17333) [616,1008] " , " (2.64608) [2,4] " , " (1) [1,2] " , " (8.2) [8,9] " , " (1.25) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (116.751) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
35 , 18 , 84 , 133 , 156 , 227 , 246 , " (0) [0,1] " , " (3.46667) [3,4] " , " (1) [1,2] " , " (3.16667) [3,4] " , " (1095.21) [42000,72800] " , " (2.75833) [1,3] " , " (186.285) [50,455] " , " (2) [1,2] " , " (3523.3) [1000,4000] " , " (3.2) [0,7] " , " (2174.88) [2000,2350] " , " (1) [1,2] " , " (27.2375) [15,30] " , " (11.22) [616,1008] " , " (3.16667) [2,4] " , " (1) [1,2] " , " (8.3) [8,9] " , " (1.85) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (166.397) [8400,44800] " , " (2) [1,2] " , " (1.76667) [1,2] "
36 , 66 , 95 , 119 , 175 , 192 , 274 , " (0) [0,1] " , " (3.83333) [3,4] " , " (1.33333) [1,2] " , " (3.1) [3,4] " , " (780.108) [42000,72800] " , " (2.06667) [1,3] " , " (236.108) [50,455] " , " (1.5) [1,2] " , " (2584.54) [1000,4000] " , " (2.78) [0,7] " , " (2105.2) [2000,2350] " , " (1.33333) [1,2] " , " (23.7623) [15,30] " , " (11.945) [616,1008] " , " (2.66) [2,4] " , " (1.16) [1,2] " , " (8.9) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (140.637) [8400,44800] " , " (1.75) [1,2] " , " (1.75) [1,2] "
37 , 31 , 107 , 132 , 184 , 214 , 280 , " (0.333333) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.7) [3,4] " , " (1162.6) [42000,72800] " , " (1.975) [1,3] " , " (269) [50,455] " , " (2) [1,2] " , " (3742.72) [1000,4000] " , " (3.86) [0,7] " , " (2211.35) [2000,2350] " , " (1.33333) [1,2] " , " (21.5345) [15,30] " , " (11.2) [616,1008] " , " (3.2) [2,4] " , " (1.03571) [1,2] " , " (8.5) [8,9] " , " (1.1) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (193.177) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
38 , 11 , 88 , 118 , 143 , 211 , 283 , " (0) [0,1] " , " (3.56667) [3,4] " , " (1) [1,2] " , " (3.95) [3,4] " , " (1048) [42000,72800] " , " (2.47667) [1,3] " , " (448.075) [50,455] " , " (2) [1,2] " , " (3506.3) [1000,4000] " , " (1.96) [0,7] " , " (2170.06) [2000,2350] " , " (1.4) [1,2] " , " (28.8083) [15,30] " , " (12.3) [616,1008] " , " (2.66667) [2,4] " , " (1.75) [1,2] " , " (8.5) [8,9] " , " (1.65) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (149.818) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
39 , 5 , 92 , 131 , 152 , 235 , 294 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.07143) [1,2] " , " (3.76667) [3,4] " , " (832.31) [42000,72800] " , " (2.21) [1,3] " , " (267.537) [50,455] " , " (2) [1,2] " , " (2519.72) [1000,4000] " , " (4.26571) [0,7] " , " (2187.19) [2000,2350] " , " (1.66667) [1,2] " , " (29.7317) [15,30] " , " (14.2767) [616,1008] " , " (3) [2,4] " , " (2) [1,2] " , " (8.25) [8,9] " , " (1.1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (184.993) [8400,44800] " , " (2) [1,2] " , " (1.2) [1,2] "
