DIA  , DESAYUNO  , COLACION_MATUTINA  , COMIDA_ENTRADA  , COMIDA_PRINCIPAL  , COLACION_VESPERTINA  , CENA  , EQUIVALENTEAZUCARESCONGRASA , EQUIVALENTEAZUCARESSINGRASA , EQUIVALENTEACEITESYGRASASCONPROTEINAS , EQUIVALENTEACEITESYGRASAS , CALCIOMG , EQUIVALENTEVERDURAS , COLESTEROLMG , EQUIVALENTEAOAMUYBAJOSENGRASA , SODIOMG , AGSATURADOSG , KILOCALORIAS , EQUIVALENTEAOAALTOENGRASA , FIBRAG , HIERROMG , EQUIVALENTEFRUTAS , EQUIVALENTELEGUMINOSAS , EQUIVALENTECEREALESSINGRASA , EQUIVALENTELECHEENTERA , EQUIVALENTECEREALESCONGRASA , EQUIVALENTELECHECONAZUCAR , ACIDOFOLICOG , EQUIVALENTEAOABAJOENGRASA , EQUIVALENTEAOAMODERADOSENGRASA
39 , 20 , 95 , 127 , 180 , 210 , 267 , " (1) [0,1] " , " (3.16667) [3,4] " , " (1.14286) [1,2] " , " (3.6) [3,4] " , " (1174.28) [42000,72800] " , " (2.75) [1,3] " , " (191.842) [50,455] " , " (1.5) [1,2] " , " (2159.77) [1000,4000] " , " (5.15143) [0,7] " , " (2097.4) [2000,2350] " , " (1.83333) [1,2] " , " (27.8564) [15,30] " , " (12.195) [616,1008] " , " (2.40196) [2,4] " , " (1.5) [1,2] " , " (8.65) [8,9] " , " (1.25) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (216.791) [8400,44800] " , " (1) [1,2] " , " (1.66667) [1,2] "
40 , 8 , 99 , 124 , 175 , 235 , 274 , " (0) [0,1] " , " (3.33333) [3,4] " , " (1) [1,2] " , " (4) [3,4] " , " (666.85) [42000,72800] " , " (2.85833) [1,3] " , " (398.15) [50,455] " , " (1.5) [1,2] " , " (1890.82) [1000,4000] " , " (2.3) [0,7] " , " (2125.34) [2000,2350] " , " (1.93333) [1,2] " , " (29.6989) [15,30] " , " (11.6833) [616,1008] " , " (2.73529) [2,4] " , " (1.5) [1,2] " , " (8.5) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (251.993) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
41 , 31 , 107 , 131 , 184 , 214 , 280 , " (0.333333) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.7) [3,4] " , " (1189.9) [42000,72800] " , " (1.70167) [1,3] " , " (269) [50,455] " , " (2) [1,2] " , " (3972.63) [1000,4000] " , " (3.86) [0,7] " , " (2221.13) [2000,2350] " , " (1.33333) [1,2] " , " (23.015) [15,30] " , " (11.3) [616,1008] " , " (3.2) [2,4] " , " (1.25) [1,2] " , " (8.5) [8,9] " , " (1.1) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (187.229) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
42 , 29 , 96 , 118 , 152 , 235 , 285 , " (0) [0,1] " , " (3.71667) [3,4] " , " (1.07143) [1,2] " , " (3.26667) [3,4] " , " (786.525) [42000,72800] " , " (2.51667) [1,3] " , " (453.157) [50,455] " , " (1.6) [1,2] " , " (3459.78) [1000,4000] " , " (3.85571) [0,7] " , " (2126.05) [2000,2350] " , " (1.66667) [1,2] " , " (26.4933) [15,30] " , " (32.1517) [616,1008] " , " (2.83333) [2,4] " , " (1.5) [1,2] " , " (8.4) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (193.598) [8400,44800] " , " (2) [1,2] " , " (1.75) [1,2] "
43 , 47 , 83 , 130 , 145 , 192 , 247 , " (0) [0,1] " , " (3.71667) [3,4] " , " (1.33333) [1,2] " , " (3.15) [3,4] " , " (697.967) [42000,72800] " , " (2.88333) [1,3] " , " (160.617) [50,455] " , " (1.33333) [1,2] " , " (3354.92) [1000,4000] " , " (2.71) [0,7] " , " (2102.42) [2000,2350] " , " (1.33333) [1,2] " , " (23.7233) [15,30] " , " (9.36) [616,1008] " , " (3.45) [2,4] " , " (1) [1,2] " , " (8.9) [8,9] " , " (1.15) [1,2] " , " (2.66667) [2,3] " , " (0) [0,1] " , " (141.74) [8400,44800] " , " (1.5) [1,2] " , " (2) [1,2] "
44 , 57 , 92 , 134 , 151 , 235 , 246 , " (0) [0,1] " , " (3.96667) [3,4] " , " (1) [1,2] " , " (3.26667) [3,4] " , " (905.01) [42000,72800] " , " (1.42) [1,3] " , " (419.272) [50,455] " , " (2) [1,2] " , " (1890.08) [1000,4000] " , " (3.98) [0,7] " , " (2123.2) [2000,2350] " , " (1) [1,2] " , " (24.284) [15,30] " , " (12.0233) [616,1008] " , " (3.95238) [2,4] " , " (1) [1,2] " , " (8.25) [8,9] " , " (1.35) [1,2] " , " (2.66667) [2,3] " , " (0) [0,1] " , " (168.023) [8400,44800] " , " (2) [1,2] " , " (1.3) [1,2] "
45 , 11 , 112 , 129 , 160 , 193 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (1.33333) [1,2] " , " (3.66667) [3,4] " , " (883.5) [42000,72800] " , " (2.53333) [1,3] " , " (418.925) [50,455] " , " (2) [1,2] " , " (2938.91) [1000,4000] " , " (4.53333) [0,7] " , " (2157.25) [2000,2350] " , " (1.6) [1,2] " , " (23.0033) [15,30] " , " (10.56) [616,1008] " , " (2.08333) [2,4] " , " (1.25) [1,2] " , " (9) [8,9] " , " (1.95) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (142.478) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
46 , 4 , 95 , 117 , 175 , 227 , 286 , " (0) [0,1] " , " (3) [3,4] " , " (1.66667) [1,2] " , " (3.9) [3,4] " , " (734.283) [42000,72800] " , " (2.43333) [1,3] " , " (266.733) [50,455] " , " (1.5) [1,2] " , " (3156.8) [1000,4000] " , " (5.42) [0,7] " , " (2180.33) [2000,2350] " , " (1.33333) [1,2] " , " (27.635) [15,30] " , " (12.15) [616,1008] " , " (2.66667) [2,4] " , " (1.5) [1,2] " , " (9) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (134.542) [8400,44800] " , " (1.25) [1,2] " , " (2) [1,2] "
47 , 72 , 86 , 128 , 180 , 192 , 294 , " (1) [0,1] " , " (3.16667) [3,4] " , " (1.33333) [1,2] " , " (3.9) [3,4] " , " (782.38) [42000,72800] " , " (2.35) [1,3] " , " (226.225) [50,455] " , " (1.5) [1,2] " , " (2887.01) [1000,4000] " , " (5.22) [0,7] " , " (2218.42) [2000,2350] " , " (2) [1,2] " , " (26.6502) [15,30] " , " (10.405) [616,1008] " , " (2.66) [2,4] " , " (1.28571) [1,2] " , " (8.1) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (219.587) [8400,44800] " , " (1.25) [1,2] " , " (1) [1,2] "
48 , 18 , 113 , 121 , 153 , 211 , 283 , " (0) [0,1] " , " (3.56667) [3,4] " , " (1.33333) [1,2] " , " (3.75) [3,4] " , " (870.757) [42000,72800] " , " (1.78333) [1,3] " , " (183.168) [50,455] " , " (1.33333) [1,2] " , " (2784.32) [1000,4000] " , " (4.6) [0,7] " , " (2142.15) [2000,2350] " , " (1) [1,2] " , " (25.8517) [15,30] " , " (14.2727) [616,1008] " , " (2.83333) [2,4] " , " (1.14286) [1,2] " , " (8.59) [8,9] " , " (1.45) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (105.185) [8400,44800] " , " (1.5) [1,2] " , " (1.76667) [1,2] "
49 , 66 , 96 , 123 , 137 , 192 , 254 , " (0) [0,1] " , " (3.5) [3,4] " , " (1) [1,2] " , " (3.91667) [3,4] " , " (951.7) [42000,72800] " , " (2.61667) [1,3] " , " (267.242) [50,455] " , " (2) [1,2] " , " (2456.75) [1000,4000] " , " (6.85) [0,7] " , " (2192.18) [2000,2350] " , " (1) [1,2] " , " (28.9177) [15,30] " , " (11.11) [616,1008] " , " (2.52961) [2,4] " , " (1.66) [1,2] " , " (8.6) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (176.694) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
50 , 20 , 95 , 119 , 177 , 235 , 243 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1.33333) [1,2] " , " (3.6) [3,4] " , " (1307.15) [42000,72800] " , " (2.9) [1,3] " , " (188.167) [50,455] " , " (2) [1,2] " , " (1914.33) [1000,4000] " , " (5.18) [0,7] " , " (2106.57) [2000,2350] " , " (2) [1,2] " , " (27.725) [15,30] " , " (10.9767) [616,1008] " , " (2) [2,4] " , " (2) [1,2] " , " (8.05) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (193.955) [8400,44800] " , " (1.5) [1,2] " , " (1.91667) [1,2] "
51 , 31 , 88 , 132 , 145 , 221 , 259 , " (0.333333) [0,1] " , " (3.16667) [3,4] " , " (2) [1,2] " , " (3.45) [3,4] " , " (1058.15) [42000,72800] " , " (2.725) [1,3] " , " (153.9) [50,455] " , " (1.5) [1,2] " , " (3333.58) [1000,4000] " , " (2.56) [0,7] " , " (2232.7) [2000,2350] " , " (1.06667) [1,2] " , " (26.4012) [15,30] " , " (11.7067) [616,1008] " , " (3.7) [2,4] " , " (1.28571) [1,2] " , " (8.7) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (371.069) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
52 , 29 , 96 , 133 , 152 , 235 , 248 , " (0) [0,1] " , " (3.21667) [3,4] " , " (1.07143) [1,2] " , " (3.26667) [3,4] " , " (784.45) [42000,72800] " , " (2.31667) [1,3] " , " (439.057) [50,455] " , " (1.6) [1,2] " , " (3374.66) [1000,4000] " , " (3.85571) [0,7] " , " (2081.55) [2000,2350] " , " (1.66667) [1,2] " , " (25.8133) [15,30] " , " (31.5967) [616,1008] " , " (2.83333) [2,4] " , " (1.5) [1,2] " , " (8.5) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (188.138) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
53 , 8 , 95 , 124 , 175 , 235 , 274 , " (0) [0,1] " , " (3.33333) [3,4] " , " (1) [1,2] " , " (3.6) [3,4] " , " (781.283) [42000,72800] " , " (3) [1,3] " , " (416.283) [50,455] " , " (1.5) [1,2] " , " (2092.55) [1000,4000] " , " (2.18) [0,7] " , " (2003.33) [2000,2350] " , " (1.66667) [1,2] " , " (27.8464) [15,30] " , " (11.7833) [616,1008] " , " (2.73529) [2,4] " , " (1.5) [1,2] " , " (8.5) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (199.268) [8400,44800] " , " (1.75) [1,2] " , " (1.5) [1,2] "
54 , 11 , 107 , 135 , 151 , 216 , 275 , " (0) [0,1] " , " (3.06667) [3,4] " , " (1) [1,2] " , " (3.76667) [3,4] " , " (774.6) [42000,72800] " , " (1.45333) [1,3] " , " (445.292) [50,455] " , " (2) [1,2] " , " (3075.98) [1000,4000] " , " (5.74) [0,7] " , " (2099.94) [2000,2350] " , " (1) [1,2] " , " (28.885) [15,30] " , " (11.9267) [616,1008] " , " (3.83333) [2,4] " , " (1.75) [1,2] " , " (8.5) [8,9] " , " (1.05) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (131.645) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
55 , 21 , 84 , 118 , 180 , 217 , 246 , " (1) [0,1] " , " (3.96667) [3,4] " , " (1.33333) [1,2] " , " (3.66667) [3,4] " , " (945.583) [42000,72800] " , " (1.48333) [1,3] " , " (369.36) [50,455] " , " (1.5) [1,2] " , " (3462.09) [1000,4000] " , " (5.91667) [0,7] " , " (2192.27) [2000,2350] " , " (1.66667) [1,2] " , " (24.3167) [15,30] " , " (11.1883) [616,1008] " , " (4) [2,4] " , " (1.5) [1,2] " , " (8.25) [8,9] " , " (1.1) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (69.2583) [8400,44800] " , " (1.75) [1,2] " , " (1.1) [1,2] "
56 , 57 , 99 , 125 , 156 , 192 , 260 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1.33333) [1,2] " , " (3.5) [3,4] " , " (891.8) [42000,72800] " , " (2.66667) [1,3] " , " (282.3) [50,455] " , " (2) [1,2] " , " (1796.15) [1000,4000] " , " (2.8) [0,7] " , " (2174.93) [2000,2350] " , " (1.6) [1,2] " , " (27.1457) [15,30] " , " (11.5833) [616,1008] " , " (3.61905) [2,4] " , " (1) [1,2] " , " (8.5) [8,9] " , " (1.4) [1,2] " , " (2.66667) [2,3] " , " (0) [0,1] " , " (336.745) [8400,44800] " , " (1) [1,2] " , " (1) [1,2] "
